#********mc_data: L-16.0, k_b-3000000000.0, dt-1e-12, N-300.0********


#init L		 init nma	 init fma	 state		 unbinding prob 		 cumulative unbinding prob
16.000000	4.370910	3.976551	TRAILING	0.300982	0.631041
16.000000	4.762708	3.940597	LEADING		0.181266	0.163562
16.000000	4.235907	4.358320	LEADING		0.070400	0.221772
16.000000	4.551926	3.866449	TRAILING	0.349699	0.351039
16.000000	4.381494	3.741686	LEADING		0.103666	0.301137
16.000000	4.295673	4.021018	LEADING		0.131552	0.640239
16.000000	4.200134	4.305558	LEADING		0.288717	0.271145
16.000000	4.363145	4.232928	LEADING		0.126662	0.467112
16.000000	4.107796	4.207704	TRAILING	0.198455	0.309245
16.000000	4.107796	4.207704	LEADING		0.212843	0.309245
16.000000	4.549924	4.047448	TRAILING	0.164551	0.504230
16.000000	4.549924	4.047448	LEADING		0.144693	0.504230
16.000000	3.876782	4.144899	TRAILING	0.282078	0.117436
16.000000	4.158556	3.667758	LEADING		0.222152	0.191724
16.000000	3.877457	3.793085	LEADING		0.085038	0.115003
16.000000	4.083983	4.142226	LEADING		0.053125	0.344061
16.000000	4.791853	4.700189	LEADING		0.160454	0.006999
16.000000	4.142669	3.700991	LEADING		0.003145	0.223063
16.000000	4.230254	3.763872	LEADING		0.099395	0.341641
16.000000	4.359805	4.178282	LEADING		0.151734	0.548471
16.000000	4.735241	4.015050	LEADING		0.248877	0.230503
16.000000	4.521870	3.609798	TRAILING	0.061384	0.090075
16.000000	4.211312	3.729255	LEADING		0.099816	0.285836
16.000000	4.332880	4.265308	LEADING		0.126804	0.406882
16.000000	4.334383	3.710658	TRAILING	0.051616	0.267108
16.000000	4.471624	4.710572	LEADING		0.186535	0.013038
16.000000	4.602164	4.330112	TRAILING	0.150217	0.241356
16.000000	4.235010	3.572425	LEADING		0.006118	0.110443
16.000000	4.423931	4.119726	TRAILING	0.133390	0.602932
16.000000	4.035126	4.101408	TRAILING	0.332486	0.307798
16.000000	4.171854	3.809196	TRAILING	0.164012	0.374984
16.000000	4.171854	3.809196	LEADING		0.048197	0.374984
16.000000	3.546660	3.937279	TRAILING	0.206782	0.009428
16.000000	4.384050	4.177013	TRAILING	0.004859	0.551280
16.000000	4.500045	4.001183	TRAILING	0.301810	0.550281
16.000000	4.528161	3.931586	LEADING		0.168202	0.457321
16.000000	4.307222	4.009973	LEADING		0.200160	0.643337
16.000000	4.897555	4.080550	LEADING		0.289497	0.085906
16.000000	4.729403	4.008435	TRAILING	0.307546	0.235319
16.000000	3.768508	3.885516	LEADING		0.037003	0.067876
16.000000	4.638544	3.918199	TRAILING	0.133418	0.297426
16.000000	4.908924	3.749312	TRAILING	0.168547	0.015794
16.000000	3.957823	4.190257	LEADING		0.031989	0.165731
16.000000	4.880605	3.644672	TRAILING	0.009073	0.008598
16.000000	4.591435	3.979503	TRAILING	0.004959	0.413881
16.000000	4.741919	4.133645	LEADING		0.078735	0.237860
16.000000	4.327259	3.996123	LEADING		0.103680	0.644068
16.000000	4.594517	4.174908	LEADING		0.288892	0.406193
16.000000	4.128115	4.288996	TRAILING	0.233091	0.236550
16.000000	4.528543	4.193350	LEADING		0.179844	0.458322
16.000000	4.380105	3.696118	TRAILING	0.125294	0.234709
16.000000	4.931558	3.975671	TRAILING	0.132559	0.048954
16.000000	4.091755	3.804847	TRAILING	0.027960	0.304832
16.000000	3.957865	3.995207	LEADING		0.204533	0.237574
16.000000	4.248140	4.173057	LEADING		0.110842	0.498815
16.000000	4.063036	3.670085	TRAILING	0.167009	0.155164
16.000000	4.255180	3.881676	TRAILING	0.085652	0.519743
16.000000	4.453765	4.199081	TRAILING	0.287135	0.503311
16.000000	4.506060	4.059721	TRAILING	0.276843	0.559920
16.000000	4.482883	3.805320	LEADING		0.229039	0.336759
16.000000	4.028072	4.475186	TRAILING	0.311981	0.045927
16.000000	4.638997	4.142519	LEADING		0.146544	0.368711
16.000000	4.315306	4.435705	LEADING		0.162207	0.154825
16.000000	4.189392	4.147591	TRAILING	0.023663	0.470889
16.000000	4.761575	3.926664	LEADING		0.072201	0.157300
16.000000	4.101420	4.245527	TRAILING	0.253743	0.261285
16.000000	4.561209	3.857225	LEADING		0.067654	0.328788
16.000000	5.005371	3.902596	TRAILING	0.138516	0.014564
16.000000	4.848249	3.962938	TRAILING	0.008307	0.096160
16.000000	4.585778	4.527951	TRAILING	0.054880	0.070016
16.000000	4.512162	4.136595	TRAILING	0.038164	0.525130
16.000000	4.505589	3.874537	TRAILING	0.291390	0.413994
16.000000	4.803466	4.594725	TRAILING	0.233223	0.019294
16.000000	4.343731	3.838711	TRAILING	0.010698	0.469416
16.000000	4.343731	3.838711	LEADING		0.142706	0.469416
16.000000	4.214761	4.057847	TRAILING	0.261936	0.569768
16.000000	3.852981	4.164589	TRAILING	0.309793	0.094260
16.000000	4.315580	4.191629	TRAILING	0.049067	0.516755
16.000000	4.269408	4.055733	LEADING		0.207479	0.619883
16.000000	4.196503	4.113648	LEADING		0.281137	0.512670
16.000000	4.220506	4.220624	LEADING		0.235526	0.408664
16.000000	4.564816	3.984583	TRAILING	0.280869	0.455414
16.000000	3.447944	3.925984	TRAILING	0.255952	0.003096
16.000000	4.815965	4.513150	LEADING		0.189010	0.035887
16.000000	3.950425	4.451443	LEADING		0.015887	0.036058
16.000000	4.396654	3.899735	TRAILING	0.001582	0.540737
16.000000	4.118014	4.340788	TRAILING	0.301760	0.173324
16.000000	4.436193	3.999262	LEADING		0.017598	0.611294
16.000000	4.483556	4.014542	LEADING		0.271268	0.575222
16.000000	4.171093	3.772918	TRAILING	0.091310	0.327230
16.000000	4.739685	3.969905	LEADING		0.254392	0.204530
16.000000	4.121823	3.872303	TRAILING	0.180906	0.399748
16.000000	4.045172	3.892085	TRAILING	0.218496	0.324432
16.000000	4.023001	3.923103	TRAILING	0.175870	0.310751
16.000000	4.023001	3.923103	LEADING		0.088304	0.310751
16.000000	4.107157	3.741151	TRAILING	0.167719	0.249043
16.000000	4.197955	3.855852	TRAILING	0.137264	0.452555
16.000000	4.202659	4.125647	LEADING		0.143032	0.508534
16.000000	4.400729	4.161290	TRAILING	0.249275	0.569113
16.000000	4.400729	4.161290	LEADING		0.233712	0.569113
16.000000	3.772082	3.622218	TRAILING	0.312361	0.028297
16.000000	4.568449	4.115415	TRAILING	0.015288	0.472356
16.000000	4.198622	3.639536	LEADING		0.256752	0.170949
16.000000	4.484032	4.173525	LEADING		0.075327	0.515965
16.000000	4.238605	4.249098	LEADING		0.230967	0.381365
16.000000	3.837203	4.251255	LEADING		0.176467	0.059705
16.000000	4.171400	4.027208	LEADING		0.028918	0.527417
16.000000	4.488921	3.956262	LEADING		0.241137	0.529032
16.000000	4.315877	4.098084	TRAILING	0.263583	0.622923
16.000000	4.315877	4.098084	LEADING		0.232806	0.622923
16.000000	4.430988	4.002729	TRAILING	0.340804	0.616875
16.000000	4.080001	3.870207	TRAILING	0.342916	0.351369
16.000000	4.252052	4.285995	LEADING		0.282119	0.334261
16.000000	4.353887	4.416990	TRAILING	0.191379	0.183342
16.000000	4.232523	4.128373	TRAILING	0.098381	0.537009
16.000000	4.111958	3.793394	TRAILING	0.290960	0.310158
16.000000	4.604001	4.190189	TRAILING	0.170365	0.383554
16.000000	4.232883	4.005965	TRAILING	0.213707	0.595265
16.000000	4.351869	4.470617	LEADING		0.154939	0.124861
16.000000	4.244136	3.840705	LEADING		0.058155	0.459890
16.000000	3.598775	3.783734	LEADING		0.205330	0.013144
16.000000	4.000008	3.910703	LEADING		0.006246	0.277389
16.000000	4.760817	4.302182	TRAILING	0.325388	0.152214
16.000000	4.628234	4.239902	TRAILING	0.085308	0.314810
16.000000	3.705702	3.904251	LEADING		0.127847	0.042081
16.000000	4.214002	3.598467	TRAILING	0.175251	0.131874
16.000000	4.172514	3.812897	LEADING		0.019998	0.380176
16.000000	4.364650	4.039656	LEADING		0.170575	0.653182
16.000000	4.059718	3.809727	TRAILING	0.074069	0.279796
16.000000	4.537067	4.013503	TRAILING	0.152812	0.510425
16.000000	4.537067	4.013503	LEADING		0.292898	0.510425
16.000000	4.555791	4.188061	LEADING		0.224588	0.437618
16.000000	4.825368	4.457386	TRAILING	0.285837	0.050582
16.000000	4.792487	4.470533	TRAILING	0.028284	0.054460
16.000000	4.495719	4.109170	TRAILING	0.030353	0.558097
16.000000	4.492766	4.736942	TRAILING	0.309789	0.009477
16.000000	4.091986	4.213044	TRAILING	0.005031	0.286135
16.000000	4.091986	4.213044	LEADING		0.194680	0.286135
16.000000	4.158974	4.038658	LEADING		0.134186	0.509053
16.000000	4.404947	3.852827	TRAILING	0.151949	0.467723
16.000000	4.230522	3.990808	TRAILING	0.261963	0.590034
16.000000	4.675752	4.181416	TRAILING	0.322809	0.304124
16.000000	4.675752	4.181416	LEADING		0.233287	0.304124
16.000000	4.522010	4.293206	LEADING		0.133696	0.335460
16.000000	4.561719	4.284732	TRAILING	0.170428	0.322147
16.000000	5.019828	4.104823	TRAILING	0.177902	0.029465
16.000000	4.297671	4.255204	TRAILING	0.016784	0.409043
16.000000	4.408425	3.973721	TRAILING	0.220932	0.613375
16.000000	3.837850	4.137353	TRAILING	0.340992	0.092152
16.000000	3.810491	3.640921	TRAILING	0.048012	0.040435
16.000000	4.707943	4.159868	LEADING		0.150941	0.273672
16.000000	4.385693	3.995484	LEADING		0.119808	0.637680
16.000000	4.591772	3.697154	TRAILING	0.021888	0.125955
16.000000	4.210777	3.571850	TRAILING	0.072068	0.108565
16.000000	4.421443	3.673210	TRAILING	0.061078	0.189960
16.000000	4.381257	4.322188	LEADING		0.284315	0.322908
16.000000	4.824610	4.172186	TRAILING	0.107750	0.145400
16.000000	4.719140	4.318835	TRAILING	0.082266	0.171557
16.000000	4.251059	3.997320	TRAILING	0.095777	0.608842
16.000000	4.140415	3.529641	LEADING		0.147938	0.072436
16.000000	4.160450	3.883642	TRAILING	0.333543	0.450400
16.000000	4.522019	4.264851	TRAILING	0.246804	0.374604
16.000000	4.450967	3.946731	TRAILING	0.206414	0.557825
16.000000	4.218727	4.350061	LEADING		0.031781	0.223591
16.000000	4.091608	4.015322	TRAILING	0.311654	0.419656
16.000000	4.460054	3.883497	LEADING		0.104648	0.471939
16.000000	4.481556	3.686134	TRAILING	0.226328	0.177679
16.000000	4.491086	4.298072	TRAILING	0.101093	0.343215
16.000000	4.374462	3.944633	TRAILING	0.188205	0.603253
16.000000	4.572956	4.159971	TRAILING	0.335092	0.442220
16.000000	4.314200	4.450434	TRAILING	0.246224	0.139084
16.000000	4.261645	4.327821	LEADING		0.207061	0.276819
16.000000	4.540381	3.912472	TRAILING	0.074128	0.420759
16.000000	4.540381	3.912472	LEADING		0.128651	0.420759
16.000000	3.758461	4.389799	TRAILING	0.237061	0.014150
16.000000	4.257064	4.148313	LEADING		0.183698	0.537116
16.000000	4.304617	4.431212	TRAILING	0.007137	0.157446
16.000000	4.018819	3.902334	TRAILING	0.083959	0.297149
16.000000	4.631632	4.428843	TRAILING	0.160572	0.129792
16.000000	4.329102	4.174477	LEADING		0.245857	0.546233
16.000000	4.311453	3.827455	LEADING		0.248614	0.454795
16.000000	4.054692	3.820432	LEADING		0.201463	0.284106
16.000000	4.622061	3.966621	TRAILING	0.071501	0.360305
16.000000	4.824540	3.889713	TRAILING	0.203457	0.086741
16.000000	4.719783	4.294884	TRAILING	0.049609	0.187779
16.000000	4.280910	3.903687	TRAILING	0.104964	0.556968
16.000000	4.173671	3.675174	TRAILING	0.307888	0.204860
16.000000	4.069555	3.962063	TRAILING	0.114073	0.384932
16.000000	4.069555	3.962063	LEADING		0.129132	0.384932
16.000000	4.412828	4.183260	TRAILING	0.208021	0.538957
16.000000	4.412828	4.183260	LEADING		0.176911	0.538957
16.000000	4.220719	3.881295	TRAILING	0.295694	0.499144
16.000000	3.785509	3.478976	TRAILING	0.274970	0.011769
16.000000	4.418188	4.391761	TRAILING	0.006439	0.220476
16.000000	4.290964	4.104046	TRAILING	0.119303	0.605934
16.000000	4.794739	4.164565	LEADING		0.243263	0.174824
16.000000	3.945589	3.654230	LEADING		0.076037	0.091139
16.000000	4.186301	3.934625	TRAILING	0.330637	0.519222
16.000000	4.186301	3.934625	LEADING		0.041270	0.519222
16.000000	4.085533	3.875198	TRAILING	0.284110	0.361515
16.000000	4.411172	4.271641	TRAILING	0.196928	0.405432
16.000000	4.352382	4.168499	LEADING		0.235112	0.560344
16.000000	4.120555	4.023718	TRAILING	0.221089	0.459743
16.000000	4.463836	4.101034	TRAILING	0.248454	0.590268
16.000000	4.256740	4.133314	TRAILING	0.326969	0.553661
16.000000	4.028349	4.066042	TRAILING	0.300548	0.315645
16.000000	4.529123	3.960894	TRAILING	0.168558	0.484860
16.000000	4.141279	4.177163	LEADING		0.254264	0.381653
16.000000	4.219316	4.154802	TRAILING	0.272199	0.494833
16.000000	4.494786	3.591308	TRAILING	0.267257	0.085941
16.000000	4.484208	4.114264	TRAILING	0.049229	0.565983
16.000000	4.484208	4.114264	LEADING		0.177409	0.565983
16.000000	4.795427	3.995106	TRAILING	0.313778	0.153924
16.000000	4.296418	3.870936	TRAILING	0.087587	0.518784
16.000000	4.296418	3.870936	LEADING		0.252204	0.518784
16.000000	4.540870	3.934934	LEADING		0.231000	0.444653
16.000000	4.212240	4.242467	TRAILING	0.287784	0.369991
16.000000	4.222524	4.527753	LEADING		0.194447	0.062275
16.000000	3.839888	3.808169	LEADING		0.029635	0.095527
16.000000	4.456212	3.999351	LEADING		0.044365	0.594738
16.000000	4.244162	4.122171	TRAILING	0.198374	0.554118
16.000000	4.283519	4.222468	TRAILING	0.300689	0.453244
16.000000	4.476551	4.366694	LEADING		0.263408	0.248334
16.000000	4.394080	4.051996	LEADING		0.112955	0.645811
16.000000	4.289521	4.060075	LEADING		0.289006	0.631232
16.000000	4.176366	3.854945	LEADING		0.285776	0.434520
16.000000	4.664303	3.982211	LEADING		0.195600	0.310396
16.000000	3.969065	4.076172	TRAILING	0.245062	0.234564
16.000000	4.586294	4.172193	LEADING		0.134818	0.417790
16.000000	4.323708	3.585175	TRAILING	0.124445	0.118745
16.000000	4.182710	3.940044	TRAILING	0.067299	0.519075
16.000000	4.182710	3.940044	LEADING		0.185090	0.519075
16.000000	4.574157	3.846666	TRAILING	0.283830	0.301142
16.000000	4.581852	4.253787	TRAILING	0.170673	0.343628
16.000000	4.723280	3.684785	LEADING		0.235245	0.053385
16.000000	4.222916	4.003483	TRAILING	0.190433	0.585601
16.000000	4.269205	3.857694	TRAILING	0.319881	0.493478
16.000000	4.321054	3.938098	LEADING		0.022654	0.602994
16.000000	4.208337	4.054755	TRAILING	0.273390	0.563989
16.000000	4.759280	4.491028	LEADING		0.269341	0.054647
16.000000	4.388503	4.029048	TRAILING	0.306541	0.647447
16.000000	4.609530	4.014019	TRAILING	0.358078	0.407825
16.000000	4.286207	4.293585	LEADING		0.024305	0.341539
16.000000	4.112670	3.785773	LEADING		0.157799	0.302339
16.000000	4.575056	4.190721	TRAILING	0.229521	0.415073
16.000000	4.563904	4.132485	TRAILING	0.230740	0.470189
16.000000	4.508259	4.193757	TRAILING	0.262027	0.475000
16.000000	4.341445	3.740779	TRAILING	0.262575	0.311519
16.000000	4.815136	4.172301	TRAILING	0.174932	0.153995
16.000000	4.550716	4.369308	TRAILING	0.087085	0.221642
16.000000	3.912680	4.078477	LEADING		0.136166	0.170917
16.000000	4.208763	4.054129	LEADING		0.080752	0.564697
16.000000	4.293514	4.109510	LEADING		0.257746	0.602852
16.000000	4.594787	4.255392	LEADING		0.273948	0.330630
16.000000	4.334661	3.905797	LEADING		0.147223	0.567265
16.000000	4.371279	3.502490	TRAILING	0.121646	0.056095
16.000000	4.546375	4.143711	LEADING		0.252357	0.483961
16.000000	4.801567	4.033848	LEADING		0.214800	0.159764
16.000000	5.279229	4.469159	TRAILING	0.032076	0.001120
16.000000	4.642894	4.142980	TRAILING	0.000637	0.363370
16.000000	3.946886	3.870937	TRAILING	0.203564	0.202584
16.000000	4.076475	3.637554	TRAILING	0.109022	0.133829
16.000000	4.076475	3.637554	LEADING		0.068974	0.133829
16.000000	4.346790	4.391998	TRAILING	0.074136	0.214194
16.000000	4.540396	4.361146	TRAILING	0.115073	0.235845
16.000000	3.895618	4.148926	TRAILING	0.129386	0.130963
16.000000	3.895618	4.148926	LEADING		0.059692	0.130963
16.000000	4.533492	3.871386	TRAILING	0.068560	0.378674
16.000000	4.533492	3.871386	LEADING		0.062403	0.378674
16.000000	4.579694	4.115821	TRAILING	0.213762	0.457663
16.000000	4.224693	3.942120	TRAILING	0.255592	0.560288
16.000000	4.349270	3.994580	LEADING		0.164912	0.644575
16.000000	4.332711	4.305382	TRAILING	0.307437	0.340892
16.000000	4.332711	4.305382	LEADING		0.288431	0.340892
16.000000	4.401878	4.011134	TRAILING	0.184069	0.637698
16.000000	4.103451	3.963132	LEADING		0.156823	0.431866
16.000000	4.738530	4.350121	TRAILING	0.353480	0.137891
16.000000	4.494072	3.866859	TRAILING	0.076976	0.415579
16.000000	4.971224	4.343401	TRAILING	0.234040	0.036211
16.000000	4.378560	3.820118	LEADING		0.197780	0.428702
16.000000	4.157737	4.246339	TRAILING	0.020518	0.315124
16.000000	4.594414	4.053299	TRAILING	0.167995	0.442901
16.000000	4.594414	4.053299	LEADING		0.188559	0.442901
16.000000	4.826930	4.032698	LEADING		0.194427	0.134498
16.000000	4.136291	4.139515	TRAILING	0.248474	0.414504
16.000000	4.136291	4.139515	LEADING		0.057985	0.414504
16.000000	4.317317	4.132650	TRAILING	0.222367	0.592452
16.000000	3.981136	3.819004	TRAILING	0.323399	0.211229
16.000000	4.178247	4.238649	LEADING		0.192137	0.344707
16.000000	4.595244	4.143386	TRAILING	0.114486	0.425307
16.000000	4.447715	3.497653	LEADING		0.160453	0.044449
16.000000	3.902541	4.279876	LEADING		0.018902	0.081079
16.000000	3.857640	4.118857	TRAILING	0.237431	0.110901
16.000000	4.596724	3.937677	TRAILING	0.057988	0.371970
16.000000	4.598293	3.773063	TRAILING	0.210041	0.193199
16.000000	4.683611	4.163935	TRAILING	0.110103	0.302431
16.000000	4.550524	3.554879	TRAILING	0.169721	0.050522
16.000000	4.320590	3.872511	TRAILING	0.029095	0.522996
16.000000	4.115947	4.058220	LEADING		0.039096	0.443283
16.000000	4.034871	3.683370	LEADING		0.204451	0.152073
16.000000	3.866061	3.935671	TRAILING	0.290652	0.138956
16.000000	4.174961	4.043289	TRAILING	0.073840	0.528320
16.000000	4.310493	4.329615	TRAILING	0.286524	0.295200
16.000000	4.473471	3.684003	TRAILING	0.158761	0.179379
16.000000	4.191018	3.722319	LEADING		0.068408	0.269406
16.000000	4.248354	4.034996	LEADING		0.119686	0.608564
16.000000	4.627582	4.386986	LEADING		0.276136	0.168613
16.000000	4.168839	4.292884	LEADING		0.075530	0.264670
16.000000	3.638833	4.086233	LEADING		0.123942	0.020055
16.000000	4.079841	4.046573	TRAILING	0.102022	0.395848
16.000000	4.094033	4.265060	LEADING		0.009765	0.233388
16.000000	4.153283	3.992736	TRAILING	0.212744	0.504563
16.000000	4.660787	4.145742	LEADING		0.109953	0.338711
16.000000	4.847358	3.796361	TRAILING	0.274121	0.042552
16.000000	4.378673	4.312664	LEADING		0.148752	0.338031
16.000000	4.088577	4.221506	TRAILING	0.024429	0.273694
16.000000	4.768686	4.302255	LEADING		0.154788	0.146552
16.000000	4.402436	4.130282	LEADING		0.064372	0.601564
16.000000	3.932905	3.528492	TRAILING	0.145193	0.038272
16.000000	4.394680	4.689303	TRAILING	0.021122	0.016424
16.000000	4.712122	3.719188	TRAILING	0.008654	0.074009
16.000000	4.325182	4.059682	TRAILING	0.042515	0.646363
16.000000	4.325182	4.059682	LEADING		0.270667	0.646363
16.000000	4.760702	4.418808	LEADING		0.291514	0.087260
16.000000	4.489919	4.238212	TRAILING	0.354849	0.430772
16.000000	4.572224	3.863600	TRAILING	0.237097	0.323733
16.000000	4.446445	4.409719	TRAILING	0.183280	0.195768
16.000000	4.380589	4.033298	TRAILING	0.106094	0.650190
16.000000	4.189481	3.630216	TRAILING	0.359261	0.159485
16.000000	4.069634	4.187646	LEADING		0.038628	0.285895
16.000000	4.521482	3.947072	TRAILING	0.089205	0.481616
16.000000	4.857899	4.298116	LEADING		0.134097	0.091397
16.000000	4.385757	3.912621	TRAILING	0.270452	0.562796
16.000000	4.268021	3.803335	TRAILING	0.313547	0.412068
16.000000	4.268021	3.803335	LEADING		0.039840	0.412068
16.000000	4.046622	4.021368	TRAILING	0.229120	0.354110
16.000000	4.046622	4.021368	LEADING		0.182948	0.354110
16.000000	3.722581	3.883498	LEADING		0.164019	0.047360
16.000000	4.199570	4.182569	LEADING		0.022424	0.440401
16.000000	3.631274	4.169439	LEADING		0.203484	0.014478
16.000000	4.204941	4.057263	TRAILING	0.190091	0.559212
16.000000	4.687854	3.682282	TRAILING	0.303796	0.066691
16.000000	4.252323	4.235453	LEADING		0.007113	0.412307
16.000000	4.451174	3.932352	TRAILING	0.038352	0.542207
16.000000	4.428546	4.084173	TRAILING	0.303203	0.621805
16.000000	4.075053	3.868921	LEADING		0.190260	0.344739
16.000000	4.149423	4.067748	LEADING		0.157036	0.485214
16.000000	4.358903	4.212879	TRAILING	0.343809	0.497974
16.000000	4.568250	3.940735	LEADING		0.223163	0.414016
16.000000	4.380263	4.066973	LEADING		0.180700	0.646287
16.000000	4.456679	4.079395	TRAILING	0.271340	0.604596
16.000000	4.223931	4.112970	TRAILING	0.335164	0.543170
16.000000	3.919218	4.078746	LEADING		0.289981	0.177536
16.000000	4.219577	4.243905	TRAILING	0.294395	0.374061
16.000000	4.650622	4.557378	TRAILING	0.200679	0.046902
16.000000	4.262650	3.712984	TRAILING	0.025682	0.273440
16.000000	4.189715	4.066187	LEADING		0.083822	0.537474
16.000000	4.591009	3.806533	TRAILING	0.152924	0.236272
16.000000	4.027554	3.411873	TRAILING	0.134344	0.020158
16.000000	4.604812	3.967041	TRAILING	0.011313	0.385408
16.000000	4.292056	3.530941	TRAILING	0.217391	0.079061
16.000000	4.893400	4.394149	TRAILING	0.044876	0.049491
16.000000	4.598864	3.927655	TRAILING	0.027879	0.359594
16.000000	4.190754	4.156847	LEADING		0.246084	0.462086
16.000000	4.601053	4.311309	TRAILING	0.203191	0.263209
16.000000	4.217140	3.586769	TRAILING	0.145613	0.121616
16.000000	4.412917	4.331270	TRAILING	0.068380	0.309279
16.000000	4.152775	4.023644	TRAILING	0.167989	0.503842
16.000000	4.375548	3.962875	LEADING		0.213228	0.619437
16.000000	4.089115	3.799335	TRAILING	0.273092	0.296955
16.000000	4.518627	3.797929	TRAILING	0.162723	0.294749
16.000000	4.209199	3.956591	TRAILING	0.166949	0.555745
16.000000	4.306066	4.236925	TRAILING	0.304223	0.442616
16.000000	4.421429	4.249234	TRAILING	0.239578	0.440070
16.000000	4.258583	4.103741	TRAILING	0.240568	0.583209
16.000000	4.802913	4.415880	TRAILING	0.317314	0.072889
16.000000	4.188920	4.064841	TRAILING	0.040763	0.537172
16.000000	4.188920	4.064841	LEADING		0.275733	0.537172
16.000000	4.435568	4.235631	TRAILING	0.291235	0.457936
16.000000	4.338449	4.159646	TRAILING	0.250882	0.568506
16.000000	4.338449	4.159646	LEADING		0.245938	0.568506
16.000000	4.277550	4.238170	TRAILING	0.310338	0.425066
16.000000	4.083770	3.938930	LEADING		0.258168	0.396968
16.000000	4.166184	4.338979	TRAILING	0.229430	0.206165
16.000000	3.937862	4.081870	LEADING		0.181790	0.196465
16.000000	3.987224	3.988416	LEADING		0.092597	0.274986
16.000000	4.128575	4.291164	LEADING		0.127811	0.234440
16.000000	4.307702	4.052766	TRAILING	0.109176	0.642414
16.000000	5.127519	4.596531	TRAILING	0.352313	0.002286
16.000000	5.014400	4.573574	TRAILING	0.001298	0.006731
16.000000	3.846706	4.204240	LEADING		0.110279	0.078280
16.000000	4.152252	4.439800	TRAILING	0.003799	0.102259
16.000000	4.152252	4.439800	LEADING		0.037701	0.102259
16.000000	4.313502	3.997763	TRAILING	0.053603	0.641793
16.000000	4.313502	3.997763	LEADING		0.048656	0.641793
16.000000	4.171369	4.204740	LEADING		0.288320	0.382411
16.000000	4.863471	4.865401	TRAILING	0.353472	0.000631
16.000000	4.789693	4.454549	LEADING		0.177600	0.061348
16.000000	3.969432	3.734588	TRAILING	0.000346	0.149342
16.000000	3.969432	3.734588	LEADING		0.027137	0.149342
16.000000	4.269553	4.149403	LEADING		0.067958	0.545595
16.000000	4.102452	3.921793	LEADING		0.249419	0.413066
16.000000	4.079469	4.075115	LEADING		0.188498	0.383527
16.000000	3.792528	3.398524	TRAILING	0.081384	0.006180
16.000000	4.460913	3.841405	TRAILING	0.003405	0.409662
16.000000	4.684018	3.730836	LEADING		0.177866	0.095844
16.000000	4.049897	3.664479	TRAILING	0.230536	0.144471
16.000000	4.049897	3.664479	LEADING		0.040875	0.144471
16.000000	3.847036	3.983172	LEADING		0.064776	0.124069
16.000000	3.868859	3.957433	TRAILING	0.079696	0.142745
16.000000	4.819524	3.962558	TRAILING	0.075738	0.119188
16.000000	4.273522	3.777424	TRAILING	0.067967	0.372556
16.000000	4.508722	4.037227	LEADING		0.058515	0.554319
16.000000	4.214518	3.880941	LEADING		0.244981	0.494355
16.000000	3.872373	3.625774	LEADING		0.222159	0.053729
16.000000	4.430829	4.068991	TRAILING	0.207609	0.625366
16.000000	4.671787	4.687120	TRAILING	0.346177	0.012376
16.000000	4.302910	3.812718	LEADING		0.024451	0.431260
