#State	time	PE_b1	PE_m1	PE_t	PE_m2	PE_b2	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	fx1	fy1	fx2	fy2	fx3	fy3	fx4	fy4	fx5	fy5
2	0.1461	0.026	0.036	3e-06	0.035	0.027	4.32331	0	6.39249	10.2839	1.86192	33.6487	6.264	10.2594	4.07636	0	-0.0109078	0.0021947	0.0186555	-0.000692363	-0.0154698	-0.0029557	0.0182148	-0.000784058	-0.0104928	0.00223742
2	0.1462	0.019	0.00066	2.4e-07	0.0013	0.021	4.32331	0	5.36003	10.4386	-10.3369	28.3285	5.33249	10.4145	4.07636	0	0.00833659	-0.000827954	-0.00915553	0.000109403	0.00192795	0.0016886	-0.0105485	0.000168486	0.00943949	-0.00113854
2	0.1463	0.023	0.019	1.2e-06	0.017	0.024	4.32331	0	5.94049	10.3646	-1.99769	32.8017	5.86186	10.3369	4.07636	0	-0.00647242	0.00100989	0.0118537	0.000894	-0.0105718	-0.00371984	0.0108936	0.000830849	-0.00570313	0.000985105
2	0.1464	0.017	0.0039	1.5e-07	0.0028	0.018	4.32331	0	4.96309	10.4705	-8.11904	30.3526	4.93877	10.4545	4.07636	0	-0.000381744	2.33258e-05	0.00256602	0.0014139	-0.00403524	-0.00265189	0.00107726	0.00127849	0.000773698	-6.3824e-05
2	0.1465	0.022	0.23	0.0008	0.1	0.039	4.32331	0	5.72035	10.3966	13.1935	32.9928	7.7642	9.82038	4.07636	0	-0.0388471	0.00522007	0.058583	-0.0117472	-0.0320732	0.0094178	0.0329656	-0.0106372	-0.0206283	0.00774655
2	0.1466	0.037	0.0014	2.1e-06	0.0019	0.038	4.32331	0	7.75432	9.91304	-3.87962	30.6758	7.65828	9.85951	4.07636	0	0.0111418	-0.00385629	-0.0125685	0.00305686	0.00298481	0.00166304	-0.0132534	0.00338524	0.0116953	-0.00424884
2	0.1467	0.023	0.00022	5.5e-07	0.00055	0.024	4.32331	0	5.92695	10.3667	-8.36552	29.3973	5.88244	10.3334	4.07636	0	0.00777696	-0.00120303	-0.00829135	0.00081671	0.00128804	0.000964526	-0.00951791	0.000950132	0.00874426	-0.00152834
2	0.1468	0.018	0.027	9.4e-08	0.031	0.019	4.32331	0	5.0819	10.4625	-15.2633	22.8121	5.06993	10.4428	4.07636	0	0.0213392	-0.0015472	-0.0249373	-0.00438037	0.00742826	0.0122239	-0.0263634	-0.00415238	0.0225331	-0.0021439
2	0.1469	0.047	0.014	2.9e-06	0.015	0.048	4.32331	0	8.82015	9.47727	-3.77144	29.6736	8.71191	9.41019	4.07636	0	0.0183405	-0.0087023	-0.0225248	0.00609352	0.00847311	0.00525088	-0.0230244	0.00658725	0.0187356	-0.00922936
2	0.147	0.017	4.8e-06	1.1e-07	0.00016	0.018	4.32331	0	4.96007	10.4707	-10.5824	28.4948	4.94108	10.4543	4.07636	0	0.00576916	-0.000350843	-0.00584575	0.000284794	0.000470037	0.000404598	-0.00734554	0.000236492	0.0069521	-0.000575041
2	0.1471	0.059	0.044	3.6e-06	0.046	0.06	4.32331	0	9.8964	8.88711	-4.04848	28.1739	9.7803	8.8037	4.07636	0	0.0256387	-0.016078	-0.0327989	0.010901	0.0144194	0.0103595	-0.0331271	0.0115774	0.0258679	-0.0167599
2	0.1472	0.021	0.093	0.0011	0.21	0.0094	4.32331	0	5.58366	10.414	4.69967	34.1976	3.14402	10.4485	4.07636	0	-0.0227865	0.00275771	0.034739	-0.00231346	-0.0321482	0.000878646	0.0598585	0.00221629	-0.0396628	-0.00353918
2	0.1473	0.037	0.0084	3.9e-06	0.008	0.038	4.32331	0	7.76257	9.91018	1.85399	32.9651	7.61872	9.87379	4.07636	0	-0.000517691	0.000179661	0.00419161	0.000761901	-0.0073699	-0.00186426	0.00393029	0.00083864	-0.000234304	8.40599e-05
2	0.1474	0.03	1.4e-05	1.4e-06	7.1e-06	0.031	4.32331	0	6.90021	10.1686	-4.76583	30.9133	6.82143	10.1245	4.07636	0	0.00678692	-0.00171993	-0.00667796	0.0017812	-3.93017e-05	-2.24489e-05	-0.00756761	0.00199411	0.00749795	-0.00203294
2	0.1475	0.032	0.013	3.1e-06	0.012	0.033	4.32331	0	7.16288	10.0984	0.924116	33.0661	7.0352	10.0641	4.07636	0	-0.00316869	0.000891009	0.00775822	0.000355653	-0.00914871	-0.00245793	0.0073219	0.000399023	-0.00276271	0.000812241
2	0.1476	0.029	0.043	7.8e-07	0.047	0.031	4.32331	0	6.84546	10.1823	-12.4002	24.1839	6.80626	10.1286	4.07636	0	0.0263712	-0.00653214	-0.0315352	-0.000565945	0.0105392	0.0144433	-0.0326085	-5.12308e-06	0.0272332	-0.00734006
2	0.1477	0.012	0.021	2.7e-08	0.017	0.013	4.32331	0	3.94836	10.4833	-7.76779	31.1998	3.95905	10.4893	4.07636	0	-0.00911832	-0.00032613	0.0144068	0.00331702	-0.0101093	-0.00572058	0.0125147	0.00281573	-0.00769385	-8.60441e-05
2	0.1478	0.067	0.026	4.9e-06	0.027	0.069	4.32331	0	10.551	8.44129	0.0866139	29.8173	10.4014	8.36866	4.07636	0	0.0212786	-0.0156987	-0.0274246	0.01269	0.0122938	0.0059652	-0.0275055	0.0131856	0.0213578	-0.0161421
2	0.1479	0.022	0.019	1e-06	0.017	0.023	4.32331	0	5.77727	10.3887	-2.40466	32.7382	5.70572	10.3627	4.07636	0	-0.00686471	0.00096075	0.012323	0.00103747	-0.0107027	-0.00389916	0.0112874	0.000950792	-0.00604293	0.000950154
2	0.148	0.046	0.00091	3.6e-06	0.0011	0.047	4.32331	0	8.75744	9.50677	-0.328327	31.5042	8.62497	9.45252	4.07636	0	0.0108932	-0.00508079	-0.0121083	0.00457891	0.00245755	0.00100633	-0.0124377	0.00488277	0.0111952	-0.00538723
2	0.1481	0.017	0.0013	1.1e-07	0.00066	0.018	4.32331	0	4.88661	10.4749	-9.36671	29.5348	4.86693	10.4602	4.07636	0	0.00206304	-0.000110943	-0.000856623	0.00101312	-0.00207947	-0.00155365	-0.00237639	0.00089707	0.00324944	-0.000245593
2	0.1482	0.025	0.0013	9.2e-07	0.00084	0.026	4.32331	0	6.21546	10.3179	-5.47896	31.0467	6.15244	10.2825	4.07636	0	0.00319136	-0.000585245	-0.0018793	0.00132546	-0.00239929	-0.00134925	-0.00295237	0.00142465	0.00403961	-0.000815614
2	0.1483	0.021	0.00074	4.5e-07	0.00034	0.022	4.32331	0	5.64623	10.4062	-7.53564	30.2224	5.60394	10.3782	4.07636	0	0.00357024	-0.000453875	-0.00263181	0.00107813	-0.00160048	-0.00106262	-0.00391239	0.00111169	0.00457444	-0.000673318
2	0.1484	0.011	0.04	9.6e-08	0.035	0.013	4.32331	0	3.8203	10.4779	-5.82303	32.2368	3.84157	10.4874	4.07636	0	-0.0144548	-0.000693922	0.0221207	0.00409139	-0.0148035	-0.00656913	0.0200957	0.00346176	-0.0129581	-0.000290094
2	0.1485	0.01	0.074	3.8e-08	0.081	0.011	4.32331	0	3.59497	10.4647	-19.7875	14.9032	3.5977	10.4791	4.07636	0	0.0302697	0.00210677	-0.032407	-0.0133663	0.00436516	0.0230355	-0.0339307	-0.013224	0.0317029	0.00144811
2	0.1486	0.02	0.041	1.2e-06	0.039	0.021	4.32331	0	5.51217	10.4224	-0.306885	33.5001	5.43118	10.4021	4.07636	0	-0.0132568	0.00151217	0.0215265	0.000573062	-0.0163506	-0.0040927	0.0205736	0.000380344	-0.0124928	0.00162712
2	0.1487	0.0089	0.12	5.9e-06	0.1	0.011	4.32331	0	3.2682	10.4368	-1.1137	33.8299	3.44775	10.4711	4.07636	0	-0.0284043	-0.00287155	0.0425821	0.00552727	-0.0272086	-0.00520035	0.0388341	0.00409366	-0.0258033	-0.00154903
2	0.1488	0.014	0.089	5.4e-08	0.082	0.015	4.32331	0	4.34343	10.49	0.298787	33.9438	4.32625	10.487	4.07636	0	-0.0233627	4.48175e-05	0.0356801	0.00207933	-0.02421	-0.00416609	0.0340311	0.00151441	-0.0221385	0.00052753
2	0.1489	0.014	0.057	6.6e-08	0.052	0.016	4.32331	0	4.45239	10.4892	-2.06944	33.3782	4.43378	10.4839	4.07636	0	-0.0176765	0.000217531	0.0273288	0.00253273	-0.0188964	-0.00537609	0.0257057	0.00206461	-0.0164616	0.000561216
2	0.149	0.021	0.099	0.0008	0.2	0.011	4.32331	0	5.55274	10.4177	5.06295	34.2127	3.41996	10.4694	4.07636	0	-0.0237475	0.00280252	0.0362244	-0.0025457	-0.0320837	0.00109993	0.058018	0.00105147	-0.0384112	-0.00240822
2	0.1491	0.024	0.015	1.3e-06	0.013	0.025	4.32331	0	6.07205	10.3432	-2.26057	32.6369	5.99227	10.3136	4.07636	0	-0.00491368	0.000830762	0.00966293	0.000944345	-0.00931272	-0.0034622	0.00872048	0.000914868	-0.004157	0.00077223
2	0.1492	0.056	0.025	3.7e-06	0.026	0.058	4.32331	0	9.7103	9.00114	-2.60226	29.3688	9.58606	8.92655	4.07636	0	0.0215813	-0.0129159	-0.0272899	0.00946497	0.0114875	0.00689648	-0.0276006	0.0100235	0.0218218	-0.013469
2	0.1493	0.037	0.041	1.5e-06	0.044	0.039	4.32331	0	7.81787	9.89081	-9.77075	25.9245	7.75617	9.82339	4.07636	0	0.0258836	-0.00914501	-0.0316131	0.00285985	0.011652	0.0127321	-0.0324649	0.00349577	0.0265424	-0.00994271
2	0.1494	0.034	0.00015	2e-06	0.00031	0.036	4.32331	0	7.4672	10.0078	-3.68924	31.031	7.37352	9.95835	4.07636	0	0.0086362	-0.00271301	-0.00912058	0.00245596	0.00110646	0.000583629	-0.00984788	0.00272804	0.0092258	-0.00305462
2	0.1495	0.034	1.7e-05	2.1e-06	1e-06	0.035	4.32331	0	7.45212	10.0125	-3.04423	31.3729	7.35425	9.96471	4.07636	0	0.00714104	-0.0022315	-0.00701848	0.00229173	-0.000119026	-5.85087e-05	-0.00771423	0.00253472	0.00771069	-0.00253644
2	0.1496	0.024	0.02	1.5e-06	0.019	0.025	4.32331	0	6.05295	10.3464	-1.37164	32.9587	5.96667	10.3183	4.07636	0	-0.00692034	0.00115689	0.0125795	0.000701263	-0.0111518	-0.00363844	0.011698	0.000643458	-0.0062054	0.00113683
2	0.1497	0.031	0.015	3e-06	0.014	0.032	4.32331	0	7.06966	10.1241	0.929409	33.1184	6.94309	10.0907	4.07636	0	-0.00388291	0.00105331	0.00875233	0.000246988	-0.00970507	-0.00256313	0.00830265	0.000277867	-0.003467	0.000984963
2	0.1498	0.018	0.027	8.6e-08	0.03	0.019	4.32331	0	5.04237	10.4653	-15.3105	22.8022	5.03093	10.4465	4.07636	0	0.021159	-0.00145381	-0.0247189	-0.00441905	0.00735257	0.0121169	-0.0261527	-0.00420084	0.0223599	-0.0020432
2	0.1499	0.043	0.0016	4.3e-06	0.0014	0.044	4.32331	0	8.48672	9.6284	1.8967	32.4978	8.33698	9.58578	4.07636	0	0.00468507	-0.00202587	-0.00313793	0.00247169	-0.00313067	-0.000890931	-0.00332475	0.0026267	0.00490827	-0.0021816
2	0.15	0.046	0.0033	5.4e-06	0.0033	0.047	4.32331	0	8.79324	9.48999	3.78026	32.7561	8.62229	9.45381	4.07636	0	0.00332995	-0.00156846	-0.00101753	0.0020667	-0.0047352	-0.00100168	-0.00099278	0.00214583	0.00341555	-0.0016424
2	0.1501	0.044	0.019	2.4e-06	0.021	0.045	4.32331	0	8.52668	9.61102	-5.58641	28.7751	8.43312	9.54247	4.07636	0	0.0203626	-0.00890558	-0.025117	0.00540432	0.00964865	0.00706896	-0.0257338	0.00594688	0.0208395	-0.00951457
2	0.1502	0.025	0.04	4.4e-07	0.044	0.026	4.32331	0	6.17408	10.3254	-13.7081	23.4074	6.14655	10.2837	4.07636	0	0.0252619	-0.00452804	-0.0298705	-0.00247605	0.00943461	0.0143054	-0.0310817	-0.00201582	0.0262556	-0.00528547
2	0.1503	0.02	0.0052	4.1e-07	0.004	0.021	4.32331	0	5.43105	10.4313	-6.35433	31.1085	5.38916	10.4075	4.07636	0	-0.000863738	9.17228e-05	0.00347909	0.00139895	-0.00494069	-0.00280982	0.00216602	0.00133924	0.000159312	-2.00956e-05
2	0.1504	0.033	0.022	1.2e-06	0.024	0.035	4.32331	0	7.35494	10.0424	-9.24931	27.0934	7.29484	9.98406	4.07636	0	0.0210228	-0.00634644	-0.0255196	0.00196748	0.00919514	0.00892209	-0.0264553	0.0024705	0.021757	-0.00701363
2	0.1505	0.062	1.1e-05	7e-06	2.2e-05	0.062	4.32331	0	10.1402	8.72947	6.03159	32.1721	9.94344	8.69583	4.07636	0	0.00855254	-0.00569902	-0.0084842	0.00571099	-0.000330326	-5.56321e-05	-0.00819916	0.00575241	0.00846116	-0.00570875
2	0.1506	0.04	0.033	9.3e-06	0.034	0.04	4.32331	0	8.13018	9.77486	7.31757	33.561	7.90048	9.76812	4.07636	0	-0.00814638	0.00317265	0.0156745	-0.00291546	-0.0153864	-0.000449709	0.0163335	-0.00312547	-0.00847527	0.00331799
2	0.1507	0.011	0.21	0.00063	0.099	0.022	4.32331	0	3.65285	10.4686	5.62966	34.1863	5.54658	10.3865	4.07636	0	-0.0391538	-0.00250761	0.0589784	0.000855287	-0.0324076	0.00169625	0.0360843	-0.0033706	-0.0235014	0.00332668
2	0.1508	0.036	0.023	5.6e-06	0.023	0.037	4.32331	0	7.70906	9.92858	4.40808	33.4986	7.53202	9.90447	4.07636	0	-0.00585154	0.00199544	0.0120339	-0.00112959	-0.0125057	-0.00170307	0.0121177	-0.00118445	-0.00579443	0.00202168
2	0.1509	0.018	0.071	1.4e-06	0.068	0.019	4.32331	0	5.14487	10.4578	1.44768	33.9689	5.05673	10.4441	4.07636	0	-0.0196331	0.00154236	0.0306754	0.00019407	-0.0219155	-0.00340455	0.0297931	-0.000107865	-0.0189199	0.00177598
2	0.151	0.028	0.00089	1e-06	0.0014	0.029	4.32331	0	6.62401	10.2346	-6.94431	29.7881	6.56151	10.1914	4.07636	0	0.00970742	-0.00218219	-0.0107616	0.00145068	0.00232373	0.00160646	-0.0117917	0.00169089	0.0105222	-0.00256583
2	0.1511	0.018	0.0089	2.7e-07	0.0072	0.019	4.32331	0	5.13266	10.4587	-6.32996	31.3165	5.09864	10.4401	4.07636	0	-0.00323354	0.000250227	0.00668669	0.00164749	-0.00658799	-0.00361385	0.00527999	0.00150608	-0.00214516	0.000210052
2	0.1512	0.052	0.038	2.9e-06	0.04	0.053	4.32331	0	9.28464	9.24258	-5.38364	27.9851	9.18271	9.16325	4.07636	0	0.024862	-0.0133457	-0.0313295	0.00828408	0.0130619	0.0101651	-0.0318044	0.00894519	0.02521	-0.0140486
2	0.1513	0.038	0.0057	3.8e-06	0.0054	0.039	4.32331	0	7.90012	9.86137	1.57563	32.8057	7.75807	9.82268	4.07636	0	0.00104327	-0.000378405	0.00196537	0.00120772	-0.00603202	-0.00164261	0.00168942	0.00131328	0.00133396	-0.000499991
2	0.1514	0.011	0.16	4.5e-05	0.13	0.015	4.32331	0	3.75715	10.4747	3.35918	34.2714	4.25919	10.4884	4.07636	0	-0.0338543	-0.00182982	0.0509456	0.00211566	-0.0318759	-0.000845327	0.0435926	5.7307e-05	-0.028808	0.000502182
2	0.1515	0.0053	0.0037	9.4e-07	0.002	0.0063	4.32331	0	2.2729	10.2877	-15.4979	26.1192	2.32129	10.3421	4.07636	0	-0.00262961	-0.0005241	0.00434642	0.00245122	-0.00295226	-0.00332247	0.00212059	0.00154556	-0.000885151	-0.00015021
2	0.1516	0.016	0.0018	7.1e-08	0.0028	0.018	4.32331	0	4.85611	10.4765	-12.2531	27.0208	4.84213	10.462	4.07636	0	0.00951744	-0.000484024	-0.0107644	-0.000805565	0.00279813	0.00289097	-0.0122846	-0.000815732	0.0107335	-0.000785643
2	0.1517	0.004	0.33	0.0048	0.04	0.033	4.32331	0	1.83116	10.1897	4.97319	33.7814	7.01734	10.0693	4.07636	0	-0.0501645	-0.0122691	0.0757282	0.00886438	-0.0320611	0.00284456	0.0173054	-0.00259664	-0.0108081	0.00315676
2	0.1518	0.023	0.0045	8.2e-07	0.0035	0.024	4.32331	0	5.96781	10.3603	-4.95258	31.507	5.90704	10.329	4.07636	0	0.000111339	-1.7673e-05	0.00236549	0.00129673	-0.00471751	-0.00242803	0.00125084	0.00132441	0.000989839	-0.000175436
2	0.1519	0.033	0.043	1.1e-06	0.047	0.035	4.32331	0	7.3069	10.0568	-11.2597	24.947	7.25792	9.99589	4.07636	0	0.0263986	-0.00783179	-0.0318745	0.00100394	0.0111567	0.0138638	-0.0328467	0.00161055	0.0271659	-0.00864655
2	0.152	0.027	0.072	5.8e-07	0.078	0.029	4.32331	0	6.56795	10.247	-14.5391	21.244	6.54141	10.1963	4.07636	0	0.0319421	-0.006997	-0.0371757	-0.00304807	0.0106593	0.0203981	-0.0382969	-0.00240609	0.0328711	-0.00794697
2	0.1521	0.088	0.093	5.9e-06	0.095	0.09	4.32331	0	11.8717	7.28431	-1.08545	27.2481	11.7187	7.18578	4.07636	0	0.0290047	-0.0300564	-0.039825	0.0230336	0.0216798	0.0139535	-0.0397304	0.0237743	0.0288709	-0.0307051
2	0.1522	0.032	0.026	4.4e-06	0.025	0.033	4.32331	0	7.16581	10.0975	3.08615	33.5453	7.01104	10.0711	4.07636	0	-0.00741789	0.00208817	0.0140129	-0.000940709	-0.0132541	-0.00226086	0.0138575	-0.000984192	-0.00719844	0.00209759
2	0.1523	0.032	0.0098	2.8e-06	0.0091	0.033	4.32331	0	7.14464	10.1035	0.164361	32.8568	7.0249	10.0671	4.07636	0	-0.00178084	0.000497288	0.00571478	0.000709566	-0.00781084	-0.00237394	0.00519947	0.000779716	-0.00132258	0.000387369
2	0.1524	0.047	0.00024	4e-06	0.00032	0.049	4.32331	0	8.88923	9.44418	0.758478	31.8123	8.74681	9.39292	4.07636	0	0.00969058	-0.00468505	-0.0103536	0.00444404	0.00132065	0.000475331	-0.0105926	0.00470567	0.00993498	-0.00493999
2	0.1525	0.046	0.0056	5.8e-06	0.0056	0.047	4.32331	0	8.73129	9.51892	4.36836	32.9156	8.55368	9.4865	4.07636	0	0.0017968	-0.000832055	0.00123657	0.00139771	-0.00620241	-0.00113176	0.00132784	0.0014351	0.00184119	-0.000868986
2	0.1526	0.015	0.032	6.2e-08	0.029	0.016	4.32331	0	4.53352	10.4879	-4.49003	32.511	4.51614	10.4808	4.07636	0	-0.0119284	0.000239085	0.0189019	0.00261818	-0.0135511	-0.00554625	0.0172843	0.00223973	-0.0107067	0.000449259
2	0.1527	0.024	0.076	0.0019	0.24	0.0079	4.32331	0	6.0465	10.3475	4.82236	34.116	2.75271	10.4062	4.07636	0	-0.0194531	0.00323957	0.0298607	-0.00270355	-0.0321096	0.00135837	0.0643573	0.00353129	-0.0426553	-0.00542568
2	0.1528	0.06	0.015	4.4e-06	0.015	0.061	4.32331	0	9.96243	8.84536	-0.205172	30.3642	9.81929	8.77831	4.07636	0	0.0184577	-0.0117672	-0.0230862	0.00958029	0.00926807	0.00434157	-0.0232565	0.0100249	0.0186168	-0.0121795
2	0.1529	0.031	0.089	8.2e-07	0.094	0.033	4.32331	0	7.04686	10.1303	-14.1728	20.9082	7.01598	10.0697	4.07636	0	0.0346503	-0.00931581	-0.0403268	-0.00186031	0.0115406	0.0226399	-0.0413509	-0.00110416	0.0354869	-0.0103596
2	0.153	0.028	0.00035	1.1e-06	0.00066	0.03	4.32331	0	6.68841	10.2199	-6.30962	30.1571	6.62163	10.1765	4.07636	0	0.00870325	-0.00201411	-0.00938177	0.00157175	0.00156389	0.00101536	-0.0103773	0.00180104	0.00949192	-0.00237405
2	0.1531	0.014	0.051	3.3e-08	0.046	0.015	4.32331	0	4.39404	10.4898	-2.87046	33.154	4.38097	10.4856	4.07636	0	-0.0164417	0.000110853	0.0254601	0.00277981	-0.0176131	-0.00564002	0.0237823	0.00230816	-0.0151876	0.000441206
2	0.1532	0.0097	0.023	2.4e-07	0.019	0.011	4.32331	0	3.46347	10.4547	-8.93001	30.7732	3.49484	10.4739	4.07636	0	-0.0101652	-0.000836037	0.015598	0.00414983	-0.0103341	-0.00631379	0.0134928	0.003477	-0.00859145	-0.000477004
2	0.1533	0.022	0.033	1.5e-06	0.031	0.023	4.32331	0	5.81087	10.384	-0.413673	33.3556	5.72204	10.3601	4.07636	0	-0.0107515	0.0015402	0.0180411	0.000435051	-0.0144186	-0.00387742	0.0171764	0.000306145	-0.0100475	0.00159602
2	0.1534	0.024	0.00047	6.6e-07	0.00089	0.026	4.32331	0	6.11791	10.3354	-8.08059	29.4362	6.06891	10.299	4.07636	0	0.00856162	-0.00148662	-0.00930738	0.00093226	0.0017391	0.0012888	-0.0104823	0.00110139	0.00948898	-0.00183583
2	0.1535	0.042	9.3e-07	3.3e-06	5.6e-06	0.043	4.32331	0	8.29062	9.71085	-0.496801	31.8292	8.16381	9.66089	4.07636	0	0.00795837	-0.00325134	-0.00796548	0.00324852	5.5266e-05	2.16381e-05	-0.00836764	0.0035011	0.00831948	-0.00351991
2	0.1536	0.017	0.0059	1.7e-07	0.0045	0.018	4.32331	0	4.97545	10.4697	-7.49818	30.7391	4.94926	10.4536	4.07636	0	-0.00175618	0.000109389	0.00450368	0.0015814	-0.00516094	-0.00317171	0.00302547	0.00142981	-0.000612026	5.11058e-05
2	0.1537	0.022	0.091	7.6e-06	0.093	0.022	4.32331	0	5.71852	10.3968	5.00714	34.1862	5.51057	10.3915	4.07636	0	-0.0223569	0.00300021	0.0349806	-0.00262272	-0.0255018	-0.000649951	0.0354236	-0.00283923	-0.0225455	0.00311169
2	0.1538	0.028	0.014	2.1e-06	0.013	0.029	4.32331	0	6.61444	10.2367	-0.727849	32.8759	6.51119	10.2035	4.07636	0	-0.0039717	0.000888921	0.00861434	0.000616774	-0.00917488	-0.00295279	0.00792005	0.000638667	-0.00338782	0.000808424
2	0.1539	0.042	0.037	1.1e-05	0.039	0.042	4.32331	0	8.30975	9.70301	8.4781	33.5024	8.05508	9.70617	4.07636	0	-0.00892853	0.00366825	0.0169308	-0.00372485	-0.0164247	0.000206329	0.0178679	-0.00402157	-0.00944544	0.00387185
2	0.154	0.0045	0.078	7.9e-06	0.064	0.0059	4.32331	0	2.01297	10.2324	-7.93735	31.8526	2.20464	10.3217	4.07636	0	-0.0231712	-0.00523174	0.0339009	0.0101699	-0.0203002	-0.0094463	0.0301255	0.00823554	-0.020555	-0.00372742
2	0.1541	0.031	0.0015	1.9e-06	0.0011	0.032	4.32331	0	7.06374	10.1257	-2.77033	31.799	6.96942	10.0832	4.07636	0	0.00367646	-0.000995	-0.00222373	0.00165417	-0.00276877	-0.00124942	-0.00297628	0.00182181	0.00429231	-0.00123155
2	0.1542	0.076	0.011	6.7e-06	0.011	0.077	4.32331	0	11.1397	7.9735	4.78521	30.9095	10.9521	7.92236	4.07636	0	0.0165149	-0.0141183	-0.0208256	0.012924	0.00848423	0.00231396	-0.0206111	0.0131465	0.0164376	-0.0142661
2	0.1543	0.023	0.018	1.3e-06	0.016	0.024	4.32331	0	5.98758	10.3571	-1.9861	32.7817	5.90772	10.3289	4.07636	0	-0.00613662	0.000986082	0.0113932	0.000883035	-0.0103265	-0.00365159	0.010447	0.000829084	-0.00537709	0.000953385
2	0.1544	0.013	0.15	5.7e-08	0.14	0.014	4.32331	0	4.18249	10.4891	3.9107	34.2875	4.20042	10.4893	4.07636	0	-0.0318329	-0.000427368	0.0480136	0.000612159	-0.0318023	-0.000374967	0.045975	-0.000168844	-0.0303534	0.00035902
2	0.1545	0.011	0.025	1.3e-07	0.021	0.012	4.32331	0	3.65959	10.469	-8.11842	31.1503	3.68354	10.4826	4.07636	0	-0.0105371	-0.000668043	0.0162699	0.00393289	-0.0109521	-0.00624521	0.0142368	0.00331828	-0.00901761	-0.000337913
2	0.1546	0.027	0.00014	1.1e-06	0.00037	0.029	4.32331	0	6.58628	10.243	-6.34529	30.2234	6.5213	10.2011	4.07636	0	0.00801048	-0.00176974	-0.00845501	0.00148203	0.00110128	0.00070974	-0.00947404	0.00169126	0.0088173	-0.00211329
2	0.1547	0.018	0.018	3.4e-07	0.016	0.019	4.32331	0	5.11621	10.46	-4.61288	32.1806	5.07643	10.4422	4.07636	0	-0.00719161	0.000545144	0.0123766	0.00177731	-0.010057	-0.00449404	0.0110096	0.00158378	-0.00613756	0.00058781
2	0.1548	0.035	0.0087	3.4e-06	0.0082	0.036	4.32331	0	7.53621	9.98586	1.18584	32.923	7.40159	9.94902	4.07636	0	-0.000888861	0.000285986	0.00461873	0.000746665	-0.00745123	-0.00203949	0.00426063	0.000826597	-0.000539271	0.000180239
2	0.1549	0.023	0.0034	7.9e-07	0.0026	0.024	4.32331	0	5.97215	10.3596	-5.30753	31.3169	5.91312	10.3279	4.07636	0	0.000938349	-0.000149348	0.00119325	0.00129662	-0.00402368	-0.00215878	6.55944e-05	0.00133634	0.00182649	-0.000324831
2	0.155	0.049	0.014	8.9e-06	0.015	0.05	4.32331	0	9.08511	9.34694	7.71391	33.1074	8.86136	9.33509	4.07636	0	-0.00170584	0.000869038	0.00664205	-0.000584172	-0.0101784	-0.000537895	0.00721875	-0.000760134	-0.00197659	0.00101316
2	0.1551	0.036	0.0013	2.7e-06	0.0011	0.037	4.32331	0	7.66102	9.94484	-0.966984	32.1259	7.54483	9.89999	4.07636	0	0.00435235	-0.00146075	-0.00296083	0.00200202	-0.0027121	-0.00104702	-0.0034881	0.00219047	0.00480868	-0.00168473
2	0.1552	0.061	0.051	3.7e-06	0.053	0.062	4.32331	0	10.0521	8.78754	-4.21647	27.8361	9.93581	8.70097	4.07636	0	0.02687	-0.0175172	-0.0345225	0.011785	0.0154069	0.0114674	-0.0348277	0.0124967	0.0270733	-0.0182318
2	0.1553	0.029	0.055	7.3e-06	0.056	0.03	4.32331	0	6.83945	10.1838	5.45542	33.9435	6.63643	10.1728	4.07636	0	-0.014547	0.00359417	0.0242809	-0.00302716	-0.0197044	-0.00106238	0.0246572	-0.00320068	-0.0146867	0.00369605
2	0.1554	0.047	0.017	2.8e-06	0.018	0.049	4.32331	0	8.87098	9.45298	-4.19619	29.3449	8.76508	9.38381	4.07636	0	0.0195894	-0.00942411	-0.0242213	0.00638135	0.00937532	0.00612276	-0.0247291	0.00690608	0.0199857	-0.00998608
2	0.1555	0.036	0.00051	2.2e-06	0.00077	0.037	4.32331	0	7.69102	9.93472	-3.43349	30.9748	7.59277	9.88306	4.07636	0	0.00972047	-0.00329508	-0.0105955	0.00283243	0.00187528	0.000985561	-0.0112694	0.00313088	0.0102692	-0.00365379
2	0.1556	0.022	0.0036	3.8e-07	0.0049	0.023	4.32331	0	5.75583	10.3917	-10.4978	27.7773	5.72195	10.3601	4.07636	0	0.0119424	-0.00164628	-0.0138083	-9.80883e-05	0.00399695	0.00372895	-0.0151056	7.62843e-05	0.0129745	-0.00206087
2	0.1557	0.029	7e-08	1.3e-06	4.2e-05	0.03	4.32331	0	6.77012	10.2006	-5.30252	30.7114	6.69651	10.1575	4.07636	0	0.00701149	-0.00168183	-0.00702785	0.0016722	0.000224668	0.000131236	-0.00796787	0.00188	0.00775957	-0.0020016
2	0.1558	0.027	0.005	1.5e-06	0.0042	0.029	4.32331	0	6.58504	10.2433	-2.88267	32.0791	6.49936	10.2063	4.07636	0	0.000310589	-6.85785e-05	0.00238673	0.0012381	-0.00523089	-0.00225627	0.00152812	0.00132545	0.00100546	-0.000238699
2	0.1559	0.024	0.0051	5e-07	0.0065	0.025	4.32331	0	6.02185	10.3516	-10.1699	27.7948	5.98271	10.3153	4.07636	0	0.0131767	-0.0021621	-0.0153907	0.000106912	0.00468071	0.00433461	-0.0166233	0.000336827	0.0141566	-0.00261625
