# command line: ./generate_stepping_data --ls 10.49 --lt 23.8 --k_b 10000000000.0 --k_ub 10000000000.0 --cb 0.1 --cm 0.4 --ct 0.2 --dt 1e-10 --label paperhisto --seed 1 --runtime 0.001 --framerate 1 --eqb 120 --eqmpre 200 --eqmpost 224 --eqt 0
# version: 




#********paperhisto__k_b-1e+10,k_ub-1e+10,cb-0.1,cm-0.4,ct-0.2,ls-10.49,lt-23.8,seed-1,dt-1e-10********
#time_unbind, time_bind, nbx, fbx
#[time: 0]
6.192994000000000e-04 6.193000000000000e-04 4.253175711794419e+01 3.995837855814067e+01
6.193000000000000e-04 6.193807000000000e-04 4.253175711794419e+01 3.467271653799978e+01
6.193807000000000e-04 6.193813000000000e-04 4.211900655325802e+01 3.467271653799978e+01
6.193813000000000e-04 6.193940000000000e-04 4.240298363796389e+01 3.467271653799978e+01
6.193940000000000e-04 6.193969000000000e-04 4.240298363796389e+01 3.151279948635642e+01
6.193969000000000e-04 6.193974000000001e-04 4.288198906288175e+01 3.151279948635642e+01
6.193974000000001e-04 6.193978000000000e-04 4.288198906288175e+01 3.127700165676453e+01
6.193978000000000e-04 6.215626000000000e-04 4.288198906288175e+01 4.262168190343429e+01
6.215626000000000e-04 6.215650000000000e-04 4.288198906288175e+01 4.287607973820108e+01
6.215650000000000e-04 6.215716000000000e-04 4.288198906288175e+01 4.295818010511966e+01
6.215716000000000e-04 6.226856000000000e-04 4.288198906288175e+01 4.432627725048891e+01
6.226856000000000e-04 6.226882000000000e-04 4.288198906288175e+01 4.390985511895242e+01
6.226882000000000e-04 6.226885000000000e-04 4.288198906288175e+01 4.386557789539978e+01
6.226885000000000e-04 6.234223000000000e-04 3.059557578391720e+01 4.386557789539978e+01
6.234223000000000e-04 6.234335000000000e-04 1.997022099564899e+01 4.386557789539978e+01
6.234335000000000e-04 6.425790000000000e-04 4.317573470406250e+01 4.386557789539978e+01
6.425790000000000e-04 6.428676000000000e-04 4.317573470406250e+01 4.378226126511746e+01
6.428676000000000e-04 6.561105000000001e-04 4.317573470406250e+01 4.308448224580673e+01
6.561105000000001e-04 6.569062000000000e-04 4.277831629952458e+01 4.308448224580673e+01
6.569062000000000e-04 6.569248000000000e-04 4.277831629952458e+01 4.370546258146809e+01
6.569248000000000e-04 6.622427000000000e-04 4.277831629952458e+01 4.267714546387137e+01
6.622427000000000e-04 6.691220000000001e-04 2.700624711879818e+01 4.267714546387137e+01
6.691220000000001e-04 6.713041000000000e-04 2.700624711879818e+01 2.342395764225083e+01
6.713041000000000e-04 6.761446000000000e-04 2.858670920431957e+01 2.342395764225083e+01
6.761446000000000e-04 6.761609000000001e-04 2.858670920431957e+01 3.106344994282820e+01
6.761609000000001e-04 6.916230000000000e-04 3.133306389189110e+01 3.106344994282820e+01
6.916230000000000e-04 6.925017000000000e-04 3.133306389189110e+01 1.928823836066059e+01
6.925017000000000e-04 7.013672000000000e-04 2.356297322943036e+01 1.928823836066059e+01
7.013672000000000e-04 7.015056000000000e-04 2.356297322943036e+01 2.262935205104592e+01
7.015056000000000e-04 7.023349000000001e-04 2.356297322943036e+01 2.471822632810651e+01
7.023349000000001e-04 7.023359000000000e-04 2.447529750387626e+01 2.471822632810651e+01
7.023359000000000e-04 7.023366000000000e-04 2.460943215009201e+01 2.471822632810651e+01
7.023366000000000e-04 7.197470000000001e-04 2.460943215009201e+01 2.456698999041077e+01
7.197470000000001e-04 7.229585000000001e-04 2.460943215009201e+01 2.471604393504575e+01
7.229585000000001e-04 7.276462000000000e-04 2.359886177444257e+01 2.471604393504575e+01
7.276462000000000e-04 7.346514000000000e-04 2.359886177444257e+01 2.363664904620434e+01
7.346514000000000e-04 7.460033000000001e-04 2.359886177444257e+01 2.349606023133379e+01
7.460033000000001e-04 7.495384000000000e-04 2.329533029197930e+01 2.349606023133379e+01
7.495384000000000e-04 7.527726000000001e-04 2.329533029197930e+01 2.356590129616136e+01
7.527726000000001e-04 7.615032000000000e-04 2.329533029197930e+01 2.315832282137115e+01
7.615032000000000e-04 7.657730000000000e-04 2.329533029197930e+01 2.314527041627532e+01
7.657730000000000e-04 7.658138000000000e-04 2.329533029197930e+01 2.263795749946374e+01
7.658138000000000e-04 7.794841000000000e-04 2.329533029197930e+01 2.329643599246175e+01
7.794841000000000e-04 7.796262000000000e-04 2.361370154115549e+01 2.329643599246175e+01
7.796262000000000e-04 8.007120000000001e-04 2.361370154115549e+01 2.376045532884604e+01
8.007120000000001e-04 8.031254000000000e-04 2.361370154115549e+01 2.316047146313894e+01
8.031254000000000e-04 8.031258000000001e-04 2.361370154115549e+01 2.274411090410518e+01
8.031258000000001e-04 8.031262000000000e-04 2.361370154115549e+01 2.074937256635478e+01
8.031262000000000e-04 8.051870000000001e-04 2.361370154115549e+01 1.118609764856267e+01
8.051870000000001e-04 8.051875000000000e-04 2.361370154115549e+01 1.114787072406812e+01
8.051875000000000e-04 8.051885000000000e-04 2.283475772338228e+01 1.114787072406812e+01
8.051885000000000e-04 8.062230000000000e-04 1.116591282623385e+01 1.114787072406812e+01
8.062230000000000e-04 8.090363000000001e-04 1.116591282623385e+01 1.124724464850792e+01
8.090363000000001e-04 8.131951000000000e-04 1.127604439801341e+01 1.124724464850792e+01
8.131951000000000e-04 8.131954000000000e-04 1.130730753330352e+01 1.124724464850792e+01
8.131954000000000e-04 8.193768000000001e-04 1.130730753330352e+01 1.181853612674557e+01
8.193768000000001e-04 8.226752000000000e-04 1.130730753330352e+01 1.198684359406776e+01
8.226752000000000e-04 8.226764000000001e-04 1.130730753330352e+01 1.306775907489791e+01
8.226764000000001e-04 8.275716000000000e-04 1.130730753330352e+01 1.190529556708650e+01
8.275716000000000e-04 8.275719000000000e-04 1.130730753330352e+01 1.228393594982578e+01
8.275719000000000e-04 8.275731000000000e-04 1.230040916856964e+01 1.228393594982578e+01
8.275731000000000e-04 8.295180000000000e-04 6.377930157417744e-02 1.228393594982578e+01
8.295180000000000e-04 8.447312000000000e-04 6.377930157417744e-02 2.654692843257191e+00
8.447312000000000e-04 8.463273000000000e-04 6.377930157417744e-02 -1.362547515445680e-01
8.463273000000000e-04 8.476510000000000e-04 -5.068800531469224e+00 -1.362547515445680e-01
8.476510000000000e-04 8.497148000000001e-04 -5.068800531469224e+00 -5.303416975675377e+00
8.497148000000001e-04 8.524562000000000e-04 -5.068800531469224e+00 -4.811514674799227e+00
8.524562000000000e-04 8.566560000000000e-04 -5.068800531469224e+00 -4.143937221008728e+00
8.566560000000000e-04 8.577939000000000e-04 -5.068800531469224e+00 -5.963583091103335e+00
8.577939000000000e-04 8.642551000000000e-04 -7.076190539820671e+00 -5.963583091103335e+00
8.642551000000000e-04 8.642666000000000e-04 -2.355344527866279e+00 -5.963583091103335e+00
8.642666000000000e-04 8.712963000000000e-04 -2.355344527866279e+00 -2.405709546275602e+00
8.712963000000000e-04 8.734071000000000e-04 -1.722839161351255e+00 -2.405709546275602e+00
8.734071000000000e-04 8.752652000000000e-04 -7.862132451714454e-01 -2.405709546275602e+00
8.752652000000000e-04 8.752655000000000e-04 -7.862132451714454e-01 -2.340777690070855e+00
8.752655000000000e-04 8.952077000000000e-04 -7.220582383291212e-01 -2.340777690070855e+00
8.952077000000000e-04 8.974148000000001e-04 -1.070825788819199e+00 -2.340777690070855e+00
8.974148000000001e-04 8.990202000000000e-04 -1.070825788819199e+00 -1.199353125737294e+00
8.990202000000000e-04 9.008732000000000e-04 -1.070825788819199e+00 4.723959258923406e+00
9.008732000000000e-04 9.088510000000000e-04 -1.070825788819199e+00 -6.851938013424865e-01
9.088510000000000e-04 9.088533000000000e-04 -1.070825788819199e+00 -1.001492131124587e+00
9.088533000000000e-04 9.138791000000001e-04 -7.292924194833033e-01 -1.001492131124587e+00
9.138791000000001e-04 9.138794000000001e-04 -6.865002624053593e-01 -1.001492131124587e+00
9.138794000000001e-04 9.170471000000001e-04 -6.865002624053593e-01 1.450017401789271e+00
9.170471000000001e-04 9.197490000000001e-04 5.160023841034427e-01 1.450017401789271e+00
9.197490000000001e-04 9.558687000000000e-04 5.160023841034427e-01 4.109389162982382e+00
9.558687000000000e-04 9.558692000000000e-04 -2.945879538351873e-01 4.109389162982382e+00
9.558692000000000e-04 9.558696000000000e-04 -2.945879538351873e-01 3.702337467684320e+00
9.558696000000000e-04 9.558699000000000e-04 -2.945879538351873e-01 4.571805650597409e+00
9.558699000000000e-04 9.599619000000000e-04 6.527231353537653e+00 4.571805650597409e+00
9.599619000000000e-04 9.753906000000000e-04 4.701304532161647e+00 4.571805650597409e+00
9.753906000000000e-04 9.753920000000001e-04 4.701304532161647e+00 4.605301049857564e+00
9.753920000000001e-04 9.796431000000001e-04 4.701304532161647e+00 7.770596957958424e+00
9.796431000000001e-04 9.800134000000000e-04 7.226198147908097e+00 7.770596957958424e+00
9.800134000000000e-04 9.932871000000001e-04 7.226198147908097e+00 8.170236122236275e+00
9.932871000000001e-04 9.933009000000000e-04 7.204408681047051e+00 8.170236122236275e+00
9.933009000000000e-04 9.953582000000001e-04 1.030929325871286e+01 8.170236122236275e+00
9.953582000000001e-04 9.953609000000001e-04 1.030929325871286e+01 5.643652291888139e+00
