# command line: ./generate_stepping_data --ls 10.49 --lt 23.8 --k_b 1e+16 --k_ub 4250.0 --cb 0.1 --cm 1.5 --ct 0.6 --dt 1e-10 --label springsearch-47 --seed 3 --runtime 1 --framerate 1 --eqb 120 --eqmpre 200 --eqmpost 224 --eqt 0



#********springsearch-47__k_b-1e+16,k_ub-4250,cb-0.1,cm-1.5,ct-0.6,ls-10.49,lt-23.8,seed-3,dt-1e-10********
#time_unbind, time_bind, nbx, fbx
#[time: 0]
7.391221000000001e-04 9.935202000000000e-04 2.063394708189875e+00 2.052527983497842e+00
1.358017300000000e-03 1.378217100000000e-03 1.727694099593372e+00 2.052527983497842e+00
2.100398100000000e-03 2.103787400000000e-03 2.247683050290613e+00 2.052527983497842e+00
2.105241900000000e-03 2.475761700000000e-03 -2.514195045483337e+00 2.052527983497842e+00
2.593661000000000e-03 2.701585000000000e-03 -2.514195045483337e+00 4.095799937232818e-01
4.816206200000000e-03 4.842041300000001e-03 4.343810371991221e-01 4.095799937232818e-01
5.136132200000000e-03 5.173067000000000e-03 4.343810371991221e-01 -8.098172693471479e+00
5.326491600000000e-03 5.337357400000000e-03 4.343810371991221e-01 2.467865856743932e+00
6.331420500000001e-03 6.505415800000000e-03 2.246737592923838e+00 2.467865856743932e+00
7.245511600000001e-03 7.349439900000000e-03 2.246737592923838e+00 2.200639516368297e+00
7.387440100000000e-03 7.492308100000000e-03 7.304372316214563e+00 2.200639516368297e+00
8.596931800000001e-03 8.752000399999999e-03 7.304372316214563e+00 1.793529538877570e+01
9.693265100000001e-03 9.859241500000001e-03 7.304372316214563e+00 8.531248847022489e+00
#[time: 0.01]
1.342080930000000e-02 1.350745810000000e-02 9.053773474957195e+00 8.531248847022489e+00
1.431022570000000e-02 1.434752220000000e-02 9.053773474957195e+00 9.069973044618145e+00
1.503613140000000e-02 1.508310600000000e-02 9.053773474957195e+00 3.476941668044109e-01
1.532310490000000e-02 1.533741310000000e-02 9.053773474957195e+00 9.112367381004198e+00
1.551670350000000e-02 1.556725910000000e-02 6.176189235963290e+00 9.112367381004198e+00
