# command line: ./generate_stepping_data --k_b 1e+16 --k_ub 1e+20 --cb 2 --cm 2 --ct 1 --dt 1e-10 --label thesis --seed 8 --runtime 0.001 --constant-write
# version: -=-2017-07-11T10:43:51,196352676-0700




#********thesis__k_b-1e+16,k_ub-1e+20,cb-2,cm-2,ct-1,dt-1e-10********
#time_unbind, time_bind, nbx, fbx
#[time: 0]
5.000000000000000e-09 5.300000000000000e-09 -3.695864445787445e-01 -9.769144960298849e+00
5.300000000000000e-09 9.241000000000001e-07 -2.080475407032439e+01 -9.769144960298849e+00
9.241000000000001e-07 9.247000000000000e-07 -2.080475407032439e+01 -1.491972989010797e+01
9.247000000000000e-07 1.228500000000000e-06 -2.080475407032439e+01 -2.759740438018470e+01
1.228500000000000e-06 1.228800000000000e-06 -2.164969214278009e+01 -2.759740438018470e+01
1.228800000000000e-06 1.229400000000000e-06 -2.164969214278009e+01 -2.736553298904540e+01
1.229400000000000e-06 1.229700000000000e-06 -2.164969214278009e+01 -2.730064241029573e+01
1.229700000000000e-06 1.230000000000000e-06 -1.989107708098440e+01 -2.730064241029573e+01
1.230000000000000e-06 1.230300000000000e-06 -1.988476113797704e+01 -2.730064241029573e+01
1.230300000000000e-06 1.935200000000000e-06 -3.564709359638215e+01 -2.730064241029573e+01
1.935200000000000e-06 1.935600000000000e-06 -3.564709359638215e+01 -2.993930951694690e+01
1.935600000000000e-06 1.935900000000000e-06 -3.564709359638215e+01 -2.922292230127066e+01
1.935900000000000e-06 1.936300000000000e-06 -3.564709359638215e+01 -2.824928686949831e+01
1.936300000000000e-06 1.936600000000000e-06 -3.564709359638215e+01 -2.891079105821882e+01
1.936600000000000e-06 1.936900000000000e-06 -3.564709359638215e+01 -2.859196680119016e+01
1.936900000000000e-06 1.937200000000000e-06 -3.504074750593252e+01 -2.859196680119016e+01
1.937200000000000e-06 1.937600000000000e-06 -3.504074750593252e+01 -2.967213093427514e+01
1.937600000000000e-06 1.937900000000000e-06 -3.504074750593252e+01 -2.905480242372494e+01
1.937900000000000e-06 1.938200000000000e-06 -3.504074750593252e+01 -2.921641631044137e+01
1.938200000000000e-06 7.015500000000000e-06 -3.504074750593252e+01 -4.724465921165417e+01
7.015500000000000e-06 7.015800000000001e-06 -3.390446005462102e+01 -4.724465921165417e+01
7.015800000000001e-06 7.016100000000000e-06 -3.326839707707931e+01 -4.724465921165417e+01
7.016100000000000e-06 7.016400000000000e-06 -3.268372581139512e+01 -4.724465921165417e+01
7.016400000000000e-06 7.016700000000000e-06 -3.280248617903348e+01 -4.724465921165417e+01
7.016700000000000e-06 7.017000000000000e-06 -3.442238138762364e+01 -4.724465921165417e+01
7.017000000000000e-06 7.017300000000001e-06 -3.457179845248134e+01 -4.724465921165417e+01
7.017300000000001e-06 7.017600000000000e-06 -3.390410159725589e+01 -4.724465921165417e+01
7.017600000000000e-06 7.017900000000000e-06 -3.508572062184130e+01 -4.724465921165417e+01
7.017900000000000e-06 7.018200000000000e-06 -3.514233486650431e+01 -4.724465921165417e+01
7.018200000000000e-06 7.018500000000001e-06 -3.564264027660590e+01 -4.724465921165417e+01
7.018500000000001e-06 7.018800000000000e-06 -3.689537992458032e+01 -4.724465921165417e+01
7.018800000000000e-06 7.019100000000000e-06 -3.726135931371196e+01 -4.724465921165417e+01
7.019100000000000e-06 7.019400000000000e-06 -3.709396957320960e+01 -4.724465921165417e+01
