# command line: ./generate_stepping_data --ls 10.49 --lt 23.8 --k_b 1e+16 --k_ub 4250.0 --cb 0.1 --cm 1.5 --ct 0.6 --dt 1e-10 --label springsearch-47 --seed 4 --runtime 1 --framerate 1 --eqb 120 --eqmpre 200 --eqmpost 224 --eqt 0



#********springsearch-47__k_b-1e+16,k_ub-4250,cb-0.1,cm-1.5,ct-0.6,ls-10.49,lt-23.8,seed-4,dt-1e-10********
#time_unbind, time_bind, nbx, fbx
#[time: 0]
2.977958000000000e-04 3.805750000000000e-04 0.000000000000000e+00 -2.409665551233270e+00
6.849210000000000e-04 7.558801000000000e-04 0.000000000000000e+00 3.130949021723719e-01
1.255007400000000e-03 1.533934800000000e-03 0.000000000000000e+00 5.349706880597083e-02
1.915331500000000e-03 2.070998400000000e-03 -2.154680678993201e+00 5.349706880597083e-02
3.022304700000000e-03 3.433779500000000e-03 1.416699350044128e+00 5.349706880597083e-02
5.068401900000000e-03 5.321045500000001e-03 1.416699350044128e+00 1.248558705856772e+00
5.432209100000000e-03 5.483892800000000e-03 1.416699350044128e+00 2.305126514739054e+00
5.680467700000000e-03 5.745165600000000e-03 1.991397822597191e+00 2.305126514739054e+00
5.862755500000000e-03 6.023905500000000e-03 2.402054341906276e+00 2.305126514739054e+00
6.534314100000000e-03 6.575550700000000e-03 2.336010779993410e+00 2.305126514739054e+00
7.944707100000000e-03 8.090479200000000e-03 2.008169012897903e+00 2.305126514739054e+00
9.787664600000001e-03 9.829162300000001e-03 2.008169012897903e+00 1.779837514531158e+00
#[time: 0.01]
1.087864800000000e-02 1.108327630000000e-02 2.008169012897903e+00 9.417997576620523e-01
1.254524990000000e-02 1.272290550000000e-02 9.870248920490354e-01 9.417997576620523e-01
1.355161740000000e-02 1.361480330000000e-02 9.870248920490354e-01 1.145658484977057e+00
1.381144380000000e-02 1.393342260000000e-02 9.870248920490354e-01 1.104688023052942e+00
1.618464530000000e-02 1.630564160000000e-02 1.236564862748240e+00 1.104688023052942e+00
1.683852670000000e-02 1.691594570000000e-02 5.054526765260468e+00 1.104688023052942e+00
1.733015100000000e-02 1.752720190000000e-02 5.054526765260468e+00 1.570173773328103e+01
1.798309810000000e-02 1.802281450000000e-02 1.666675088584109e+01 1.570173773328103e+01
1.854384000000000e-02 1.856311510000000e-02 1.666675088584109e+01 1.285099824422821e+01
1.856515520000000e-02 1.871651290000000e-02 1.666675088584109e+01 1.667989427702835e+01
1.895009160000000e-02 1.913827630000000e-02 1.666675088584109e+01 1.150921248138297e+01
1.942417150000000e-02 1.943962800000000e-02 1.052540102263148e+01 1.150921248138297e+01
#[time: 0.02]
2.032365240000000e-02 2.042060770000000e-02 1.052540102263148e+01 1.909572869078664e+01
2.096633060000000e-02 2.102162230000000e-02 1.052540102263148e+01 1.050479894004602e+01
2.189065930000000e-02 2.202235440000000e-02 1.088081017536493e+01 1.050479894004602e+01
2.250193720000000e-02 2.283256450000000e-02 1.088081017536493e+01 1.257353511154935e+01
2.428928950000000e-02 2.457232300000000e-02 1.702819943300773e+01 1.257353511154935e+01
2.478354470000000e-02 2.486800530000000e-02 1.702819943300773e+01 2.220360303173133e+01
2.544851290000000e-02 2.580900710000000e-02 2.581316715816959e+01 2.220360303173133e+01
2.615274160000000e-02 2.638525390000000e-02 2.225545916692850e+01 2.220360303173133e+01
2.664563860000000e-02 2.666884210000000e-02 2.225545916692850e+01 2.212705247922434e+01
2.806396940000000e-02 2.808313620000000e-02 2.225545916692850e+01 2.210301836599206e+01
