# command line: ./generate_stepping_data --seed 1.0 --k_ub 100.0 --cm 0.4 --dt 1e-10 --exp-unbinding-constant -2.0 --eqt 0 --lt 23.8 --runtime 3.0 --ct 0.2 --eqb 120 --k_b 10000000.0 --cb 0.2 --framerate 1e-10 --ls 10.49 --label paramSearch-spr8 --eqmpre 200 --eqmpost 224 --nomovie



#********paramSearch-spr8__k_b-1e+07,k_ub-100,c--2,cb-0.2,cm-0.4,ct-0.2,ls-10.49,lt-23.8,seed-1,dt-1e-10********
#time_unbind, time_bind, nbx_bind, fbx_bind, nmx_unbind, fmx_unbind, nmx_bind, fmx_bind
#[time: 0]
 0.0009207368   0.000958614                  0 -0.636738436333446   2.04983275139881   2.36657752749454  -7.00761952270776   -2.1660021611311
 0.0017113464  0.0021397317                  0  -1.46324253813088 -0.852230897453223 -0.703206484764784  -8.27641267964117  -6.02270513383771
 0.0038581891  0.0040843524   4.33532955670469  -1.46324253813088  0.197696294911384 0.0251091092200382 -0.918480652045162 -0.0184976115029436
 0.0042484623   0.004408311  -2.90580642427745  -1.46324253813088   5.92935446172024   3.58331556140126 -0.791589190009294 -0.188559400155229
 0.0059411824  0.0060294062  -2.90580642427745  -5.50410621626341 0.00833352271426779  0.415078520288232  -9.69983316950611  -10.1497387828145
 0.0068908311  0.0071555032  -4.61014136056373  -5.50410621626341  -1.27120233538917  -2.37870480281424  -4.17055484190526  -4.37318670680439
 0.0084636239  0.0085374087   -7.4827589272846  -5.50410621626341  -2.02119863715774  -2.43541672317623  -12.4176428120657  -14.0709820595172
#[time: 0.01]
 0.0099074508  0.0101598898   -7.4827589272846  -9.25357689294707  -3.68391531047266   -2.7242443215979  -7.25623991210093  -8.40716901806898
 0.0118845831  0.0120138267    -11.19005661602  -9.25357689294707  -6.24045828451647  -6.71212883351093  -19.9217975802149  -13.8353689586561
 0.0125165896  0.0125529091    -11.19005661602   -5.5202349766442  -10.0501327645645  -9.96291315848848  -8.79864864010386  -8.87053591898371
 0.0135746821  0.0136714164  -1.82761741400932   -5.5202349766442  -7.09525103875791  -5.88655104674968  -9.52435159191955   -4.5836755670958
 0.0166361438  0.0166795924  -1.82761741400932   1.35331238227967  -1.09272595314074  -2.06976907447798   2.16587281126426   2.38307766065628
 0.0178335118  0.0182473744   8.59034393280394   1.35331238227967   1.13234338247391 -0.639052651631152   2.90101085865061  -5.57969210709288
 0.0188450768  0.0192823463   8.59034393280394  -6.21126695275514   10.5214927147984   7.91294458841521   7.45750577264805  -2.15361889931722
#[time: 0.02]
 0.0228476294  0.0231431668   8.59034393280394   6.49584049115217   2.37292465417792  0.591944595309265   8.34959781681451   8.18912579263066
 0.0242095676  0.0246788679   8.59034393280394   10.7828012543349   10.6040711253704   9.32754524361959   3.34363785791179   3.32174296037093
 0.0250810632  0.0253162519   8.59034393280394   9.19758885574477   10.7363704775221   11.3814711426858   4.56568075626913   3.69463606745684
 0.0281748199  0.0284142054   9.78339821471818   9.19758885574477   11.2771641917238   11.8744850838608  0.119080330355377   1.11533330480743
#[time: 0.03]
 0.0305957303  0.0308572828    11.648377712404   9.19758885574477   10.2409591074553   10.1946244345118   8.36143180372964   9.20524567973158
 0.0333858094  0.0336059709    11.648377712404   10.1506593537439   14.8057369788678   13.9031848279515   12.8164728636348    6.4290110182465
 0.0342918256  0.0347990613    11.648377712404   9.87605615135893   12.4688035018831   11.8093553182464   10.9299995465007   10.8980513742189
#[time: 0.04]
 0.0420112371  0.0420528549    11.648377712404   13.2468784415278   8.99040243543423   9.10373686959928   6.60096176543752   6.56913567304062
 0.0498475703  0.0499590255   12.1902711476536   13.2468784415278   15.6481345143831   16.1912071177853   4.65367919773173   4.27902373375594
#[time: 0.05]
 0.0511600547  0.0512528931   14.2985039976224   13.2468784415278    15.330599634142   15.9522208436308   4.58287690723524   5.04905201014626
 0.0522402387  0.0530485424    15.774640296106   13.2468784415278   19.0212543537616    18.574291763676   15.6449108123969   9.14199917330937
   0.05445174  0.0546203061    15.774640296106   18.8878229650941   16.5764228652501   15.7218860520749   10.6385480121849   10.7560213154458
  0.055947376    0.05595482   21.3678378401442   18.8878229650941   23.4802411756437   24.9689529896157   14.9380749858565   15.4908385066547
#[time: 0.06]
 0.0589903429  0.0601079735   22.2922885880962   18.8878229650941   26.5680528418149   25.3737310173798   11.8134699158029   13.8316269229639
 0.0615213107  0.0615711446   8.74761691229306   18.8878229650941   23.3581865440038   21.2309366282701   14.6215227619459   18.8108559691381
 0.0625087373  0.0628279314   21.0404470234642   18.8878229650941   14.2747980464408   17.2396836423101   11.9248539749327   13.5323379420886
 0.0642542008   0.064450965   21.0404470234642   26.3760112603731   18.7690466492804   22.9293969164873   17.6555989007438    17.091608077632
 0.0659009048  0.0662203619   21.0404470234642   19.5732204550334   26.0176776069909   28.7319512060034    15.560207992092   16.4086863325486
 0.0663507072  0.0663799415   21.0404470234642   16.7575624725641   23.6297822758841   22.8730727535574   19.1354711684081   19.0882362349134
 0.0666905307  0.0670036011   21.0404470234642   24.0654804304129    23.394605159359   20.8559573939223   18.9365763933101   15.5609426181205
#[time: 0.07]
#[time: 0.08]
 0.0840848116  0.0847353173   21.0404470234642   13.3653881311141   23.4592106502937   23.7636365585438   23.6103795035385   13.0975505292047
 0.0849258731  0.0850714535  -3.65802040730538   13.3653881311141   22.3030149666869   17.3691508825208    1.5696970063841   10.9269654440173
 0.0863749761  0.0864025041    15.497714909816   13.3653881311141     2.915652494081   9.13352760906202    8.7575191214174   12.1246274637924
 0.0872484436  0.0874434843   10.5603586019724   13.3653881311141   18.1459901511678   8.15679068818684   8.17752187006235   11.0460220104965
 0.0888803943  0.0889076126   17.3754919281219   13.3653881311141   12.0227685094084   12.0714924743459    6.9197041869841   7.49217692035658
#[time: 0.09]
 0.0898761572  0.0906651129   17.3754919281219   10.7432922629571   22.0205774815919   18.5975564750545   14.3186096732167   14.2463479325353
 0.0912849195   0.091611006   13.0005244408945   10.7432922629571   17.6444835459639    12.216450783005    6.0450590323898   6.32723555245478
 0.0924569608  0.0924964925   13.0005244408945   2.56294080012418   12.7058417168688   12.5988817419221   16.9390245322222   7.85864911223288
 0.0935593174  0.0937137187   13.0005244408945   10.3012014686516   7.37429481394446   7.69907490949255   6.19953717366788   7.68555920414731
 0.0950833404  0.0951163093   13.0005244408945   8.75311874446971   13.1877902955315   12.8709936716761   12.7848324179494   12.0506186213638
 0.0972317684  0.0976167891   13.0005244408945   11.4548001761595   13.7687369391086   12.1139688211013   12.0352821292023   12.0582745453272
 0.0980499735  0.0980517455   10.5101516114704   11.4548001761595   15.1900975904601   14.8362354234518   5.88628354219816   5.77639493634309
 0.0993486351  0.0995021608   10.0846165000161   11.4548001761595   12.8511581316668    12.999600752099    8.5805642457783   7.73516244736359
#[time: 0.1]
 0.1051246963  0.1052148075   14.2820127364226   11.4548001761595   12.6286087828191   13.5014237080976   4.35895288966939   9.63678528614563
  0.109079674  0.1096830056   14.2820127364226   17.7724122066557   17.0320075901334   15.7312006686046   14.5618987182796   13.6513279781033
#[time: 0.11]
 0.1125788138  0.1126866539   14.2820127364226   14.9926996638842   17.8745221104249   19.3085761135537   11.9109392788082   11.0486444729902
  0.114854692  0.1149591531   14.2820127364226   15.4611155159781   16.3966954157578   16.4464454913198   9.81933803059937   8.07783312962394
 0.1168287133  0.1171917203   22.0220825421236   15.4611155159781   20.9382238774195   21.9413821089653   12.3356534723407   16.9768059687574
 0.1176420944  0.1180985903   22.0220825421236   24.2219345079235   18.7121605093217   18.7353472401895   15.7472913011652    15.183036680065
#[time: 0.12]
 0.1214246927  0.1215380309   21.0663243919902   24.2219345079235   23.5027749087631   23.9664019290362   25.6384943004062   30.5796171591371
 0.1226605474  0.1229867841   21.0663243919902    11.155286083405   26.8494637639878   29.4223636538782   19.5520364190121   16.3365655301946
 0.1243279073   0.124455581   21.0663243919902   25.0768062741789   23.7779738751281   17.5335166611909   17.0842105176189   14.6420313007981
 0.1268350612  0.1271524344   21.0663243919902   24.8629639931168   23.4519311912654   24.1659189372436   16.9047729335781   16.3152545766959
 0.1290564243  0.1294214821   29.8117112636304   24.8629639931168   22.9090521691008   22.8531243292853   24.0922369111351   26.1408121530776
#[time: 0.13]
 0.1312436296  0.1314911929   29.8117112636304   23.7377047191102   33.0078704698564   29.7387880038586   27.2465994550036   26.4273673816642
 0.1314927914   0.131926775   29.8117112636304   30.9741549204216    30.648466260268   27.7970155102528   21.9985606919666   21.5727316563301
 0.1336879502  0.1336969492   29.8117112636304   27.8807772639091   33.8483920092931   34.7490567098075   23.9548199414306    24.511022076339
  0.134865901  0.1348700785   29.8117112636304   28.4798974665912   32.5365997318452   31.9039515052237    24.693687698402   24.8923976972365
#[time: 0.14]
 0.1428421745   0.142857257   35.7443856995591   28.4798974665912   32.5359237481382   26.0665652587337   27.3773876814263    28.818965393832
 0.1445717348  0.1446786694   35.7443856995591   37.0443104453795   34.9011038303636   33.8496913359963   29.0257056360053   28.7867905805291
 0.1448300739  0.1449685835   36.2546043451476   37.0443104453795   39.0429468135875   39.3176858433395   33.7481720431367   33.5198229650978
 0.1455774019  0.1456094796   39.4685826171849   37.0443104453795   38.8686093559875   39.0769710578683   38.8517992673464   38.4792621869811
 0.1458607624  0.1462621015   39.4685826171849    41.505711277289   40.5275372906705   40.1240600267606   33.2855543763863   32.8655740366515
 0.1483748709  0.1487926989   35.6448627124793    41.505711277289   42.3571758040047   43.1245839783659   37.6267200280709   36.1763734111565
 0.1491590284  0.1493609725   35.6448627124793   32.7881962576979   41.6895242556742   43.6835582854129   28.1232466552558   28.8578617252381
#[time: 0.15]
  0.154485201  0.1546783458   35.6448627124793   38.8772311017448   35.8415652323311   34.8250310282209   38.0448762799399   39.6517941422302
 0.1554639277   0.155580837   35.6154986940151   38.8772311017448   41.1134278555709   42.2972970337145   32.5603369302699   32.7120384660391
 0.1569219031  0.1570768924   48.8553562559302   38.8772311017448   40.8859480252224   42.0592839586069   40.8505037894236   42.6132570600958
 0.1591462103  0.1594078781   48.8553562559302   44.2743887881811   49.1629394965785    46.364362332896   39.0950778369967   42.9505122735447
 0.1594592593  0.1597709838   48.8553562559302   51.7144032866425    47.448990296528   46.9874971772985   43.8940279846867   42.1806215589452
#[time: 0.16]
 0.1600894817  0.1602684878   53.1396540265747   51.7144032866425   56.1131624871626   57.9848066997641   43.9509741484069     44.20122263424
 0.1604827617  0.1605251292   42.0812167021913   51.7144032866425   51.6958474304123   51.7993340018448   47.8152952268606   55.8640140933361
 0.1610286815  0.1613134688   53.4781369313122   51.7144032866425   48.0252888489679    52.084004948171   45.5461843613799   46.7417855362828
 0.1617439236  0.1617522292   53.4781369313122   54.0132809438309    50.398587550919   54.9922084202576   47.5751780007549   47.2232466654186
 0.1628352645  0.1628697332   39.2359560477279   54.0132809438309   56.3650118974456     56.62607110236   39.1097451696595   53.5542093855341
 0.1631500132  0.1634843842   39.2359560477279   26.6110226513503   46.1297533665813   53.2334703129136   37.6637151178411   31.3034101417968
 0.1637415247  0.1637467199   39.2359560477279   44.9178618662449   35.6230278291561    33.209509874152   35.9730282575857   36.4746741624152
 0.1648598665  0.1649760189   44.2794755138756   44.9178618662449   45.4089844514376   47.5898893551684   37.1144004467734   36.7119156274755
  0.165049477  0.1653104036   51.7778634509315   44.9178618662449   45.1659600449335   43.5415278642518   54.0255320699863   49.4631540500814
 0.1659721305  0.1659893976   45.6550926365988   44.9178618662449   53.0768432867429   49.1271876799885   48.6039224819885   47.8956391621549
#[time: 0.17]
 0.1728995885  0.1730148607   50.6405300118297   44.9178618662449   46.5842318701888    46.389000231494   40.6867400993759   42.2063351830206
 0.1741333322   0.174215984   50.6405300118297   56.4666180876132   48.8505740691463   48.2172886976288   53.5016175965412   52.7520898571612
 0.1746692359  0.1749575726   47.9132438038297   56.4666180876132   56.6115353699696   60.0932746450552   52.4001786689132   53.4101805681651
 0.1755537099  0.1755811629   41.6668712037516   56.4666180876132   52.9924998356131   56.0709071112652   41.1883688005112   53.1885568695379
 0.1764203224   0.176592236    58.443083584397   56.4666180876132   49.8231490764505    56.189241068785    47.957187451485   48.5308053463476
 0.1792562621  0.1796736097    58.443083584397   46.6509707486969   58.8154667398806   58.5521114536479   58.1893114906994   50.8924437853882
 0.1798259843  0.1799648954   44.4317591319986   46.6509707486969   59.1779251758842   53.0096304493442   43.5734691584063   41.9240136965509
#[time: 0.18]
 0.1828681987  0.1831860631   47.5460481033663   46.6509707486969   46.5337435940314   46.7126354687754   37.6415587098439   37.7002857421492
 0.1861225512  0.1861660646   51.8723490670571   46.6509707486969   53.8479085018844   44.7719010192212   45.6183355003586   46.4094990877554
 0.1866555985  0.1870767665   50.1693725507501   46.6509707486969   54.7123550555962   52.0640139536495   41.5566335074611   41.6824221574193
 0.1882942137  0.1898943493   38.5577959572333   46.6509707486969   56.1580508417141   53.6795260989205   43.2950093024543    46.495969474048
#[time: 0.19]
 0.1918594898  0.1932364978   38.5577959572333    20.254310511585   43.5732472057536   44.8978732305023   41.8698759769799   27.0902842399946
 0.1942797222  0.1947203385   38.5577959572333   33.4311455591633   34.8548276917997   27.5674732218322   43.7147245953864   38.9466931076501
 0.1952501115  0.1957540529   36.3650236103066   33.4311455591633   42.9821281811052     39.38179260449   27.1444255562329   27.6531887535717
 0.1986395278  0.1986890437   36.3650236103066   44.5653815730378   43.6403503916772   41.3618364035823   40.1875147338694   39.0942410792856
 0.1996305201  0.1999687087   51.8757826442394   44.5653815730378   36.9690847411231   44.7879197328893   51.2914582551725   48.5920762332119
#[time: 0.2]
 0.2002204407   0.200942789   48.9090981176225   44.5653815730378   57.4476781222506   51.7838173566017   39.4049236354041   38.8367011599881
 0.2045401911   0.204579319   32.7390643122085   44.5653815730378   54.1184816873672   41.9515749840984   38.9582587288148   45.8198937667976
 0.2083746992  0.2084544558   32.7390643122085   31.0010527998096   39.2312633153363   45.2180455581611   36.8635969832735   36.0828446130535
#[time: 0.21]
 0.2140243176  0.2141867725   32.7390643122085   35.9063497414843   34.2189410553242   33.4106542691218   26.3814069471328   27.1138842563859
#[time: 0.22]
 0.2199003474  0.2200835207   32.7390643122085   31.9754782085421    24.979449202044    38.211967008525   25.1848170784179   25.3274835441849
 0.2229948321  0.2232529091   31.2667033323542   31.9754782085421   32.4254798559809   32.4150039123432   23.2941741725752   26.7669436243346
 0.2276792853  0.2279025981   36.8246214948891   31.9754782085421   33.5637845280512   33.8410834662375   27.0387411796488   26.9206360715282
 0.2290713046  0.2292145193   36.8246214948891   42.5262509794355   39.9866234010593    37.328787575402    38.984319317324   36.4180481860186
#[time: 0.23]
 0.2300294752  0.2300639808   50.2076748453527   42.5262509794355   42.4512162454351   45.3312303989407    55.841102867125   48.0530508605079
 0.2302780492  0.2303550521   50.2076748453527   52.9421729663158   48.8699746204202   48.1258564153098   44.0125435210258   43.4153670180525
 0.2335509261  0.2337648408   57.1762488611217   52.9421729663158   52.4869761860005   53.4487719043061   47.6502014455704   49.7888985339631
 0.2391583019  0.2392315738   57.1762488611217   56.1529961689406   56.6108544066824   55.4632370756546   51.8327042136938   51.9459799184223
#[time: 0.24]
 0.2461773612  0.2467495871   57.1762488611217   61.0782866298324   58.1092689074962   55.9760737101576   52.3079167135615   51.2636828708495
 0.2477238569  0.2478656674   62.6520266763913   61.0782866298324   61.1921124295995   61.9769561934954   52.5418897697096   56.4377500094908
 0.2491539646  0.2491826984   62.6520266763913    59.278236379864   59.8295031291984   60.2776622288831   67.3425428786025   63.2661766056454
#[time: 0.25]
 0.2505758744  0.2505945379   62.6520266763913   65.2745044231884   62.5623366013284   61.8613398397897   59.9923256496165   55.4057891378948
 0.2509332741  0.2510774127   62.9896269812834   65.2745044231884    65.507849836078   66.5806055665057   63.3696575210085   63.2421560488882
 0.2517744072  0.2518088092   62.9896269812834   72.6661893108514   65.5648473435951   66.2561221955744   68.6217846791076   72.5982336897364
 0.2541211574   0.254126302   93.2180952220693   72.6661893108514   69.9356558685901   74.3286578432264   93.2243469631374   77.2001316074115
 0.2542275046  0.2546715257   93.2180952220693    101.54018092123   94.7658781891934   80.6880449763433   96.4200043283928   92.8813076306324
 0.2547556234  0.2547917097   93.2180952220693   90.0616220331959   97.9403011847361   100.321384384449   83.7714383096432   85.2128250291073
 0.2558236596  0.2558298104   93.2180952220693   96.2197772134569   91.5755378035959   91.6129764562282   87.1084136118722   86.2220860119992
  0.257853991  0.2582811667   93.2180952220693   91.8000755021201   96.3038668239488   96.9458269838703   88.9043533533875   89.7672565502171
 0.2594745448  0.2595668191   93.2180952220693   89.1113132256997   93.6436966471637   92.8896286737208   96.1786687417387     90.69077650681
#[time: 0.26]
  0.262814359   0.262929369   93.2180952220693   96.3880266835772   94.3781420012178   93.9039246338821   92.0314723117891   90.8662666694134
 0.2652286191  0.2656564633    103.90031095905   96.3880266835772   99.4469860096187   100.827100954252   95.6483524184229   96.3473172538661
   0.26677642  0.2668641005    103.90031095905   108.390734601653   102.250857439631   100.870271723853   103.514935361318   100.302193481216
  0.268264336  0.2683585138    103.90031095905   103.283289066172   104.098292645055   115.391447202646   97.0881288947674   97.0884519089996
#[time: 0.27]
 0.2708411296  0.2710264357    103.90031095905   100.448750768289   103.896827058315    102.24503443107   103.451039159389   103.027259929583
 0.2748875892  0.2749163849    103.90031095905   101.530607536764   108.093757037219   106.300336567453   94.3985306079719   95.4165494327796
#[time: 0.28]
 0.2796143931  0.2804378518    103.90031095905   97.7283184490397   108.239894013674   107.233710588453   103.852368673278   99.6964072443049
 0.2806186595  0.2806904681   96.0317637632562   97.7283184490397   105.928710347671   100.774079659128   94.8669088249887   93.3652345045752
 0.2814895269  0.2817267882   99.2770695378087   97.7283184490397   99.7505589257573   100.233074679338    109.03139432163   106.057478455389
 0.2842280145  0.2844604803   99.2770695378087   96.0441225436895   97.9679718471604   98.8760973729221   96.8391441471206   97.3200814577837
 0.2850461366  0.2850491006   99.2770695378087   85.8322588093046   99.2625480860273    98.952720810044   97.9974586368225   91.9877817330393
  0.285050737  0.2853680235   99.2770695378087   98.6300874768765    102.58834319587   86.4843071593032   93.9469582086859   94.1877018734491
#[time: 0.29]
 0.2922395882  0.2930573781   99.2770695378087   101.148494937675   103.290643690973   102.987882584495   99.2349090596767   99.1012085754908
 0.2959144101  0.2967713387   105.756708157635   101.148494937675    101.60870712382    102.90925932973   97.5406107962857     102.4836656566
 0.2981310654  0.2982197666   105.756708157635   104.671886150209   104.977468021584   104.459871538024   103.694515718818   99.5956802835344
#[time: 0.3]
 0.3027252437  0.3027287794   106.199369154981   104.671886150209   112.014317107579   111.396921422651   106.668104395894   105.943650470034
 0.3057587427  0.3059949089   109.772356139318   104.671886150209     111.0749965448   110.087431947481   100.218506905515    102.25470087764
 0.3061234112   0.306290732   109.772356139318   108.016488599964   108.796430438901   107.898502330805   114.026737701563   112.504275894238
 0.3065002317  0.3066087019   107.465749124449   108.016488599964   113.573486089885   113.034765264978   104.096099195274   103.608829153178
 0.3072280756  0.3072523212   107.465749124449   112.673429106581   110.729846584556   111.188734621039    103.43458623777   104.294548489149
#[time: 0.31]
 0.3094941389  0.3101171714   116.360717659584   112.673429106581   111.996951614226   116.915947975144   106.580332700135   107.112237107222
 0.3141107305  0.3144242844   116.360717659584   114.291253360345   117.319668536533   116.780176303005   112.537743357387   113.196091027709
 0.3175832316  0.3180970319   116.360717659584    121.47659115634    119.53922058546   118.828716557742   118.666709875281   122.354409487632
#[time: 0.32]
 0.3203342559  0.3205401423   124.380930637149    121.47659115634   121.299494121671   124.246602497242   113.952519283761   113.356082644418
 0.3213221408  0.3215199485   124.380930637149   115.325641309813   123.691835978056   122.519676625221   124.364261410935   120.279537578835
  0.322811057   0.322862375   124.380930637149    129.60685615336   121.251206843036   120.490488863314   128.424311278524   126.116673284472
 0.3258767829  0.3258822328   124.380930637149   120.707678454273   121.653431388795   131.704422072276   128.991764097457   124.367256545306
 0.3260629531  0.3264311368   123.068944670196   120.707678454273   127.560843155597   125.639482991379   112.949081189035   112.603790613364
#[time: 0.33]
 0.3319596172  0.3326602748   123.068944670196   124.785793112563   122.589799506963   122.092065913692   114.737601051457   114.940455524179
 0.3347084384  0.3349129409   123.068944670196   123.646184663243   122.413808446318   125.793526322578   130.885804271703   131.543659564739
  0.338491243  0.3385558348   123.068944670196   125.231487088883    126.20885557777   126.388108766774   119.018953475872   118.609261469009
#[time: 0.34]
 0.3406108825  0.3408172553   128.622193471761   125.231487088883   126.296238619891   126.842061492876   118.522207030962   118.719583358621
 0.3411873922  0.3412873433   128.622193471761   128.050977056913   130.750889988072   129.920373171657   126.682934119541    130.10380301401
 0.3430615786   0.343342331   128.622193471761   135.984688704127   130.317122287736   130.083229840639   130.576543407214   129.051827430673
 0.3437285411  0.3442094067   135.139332318708   135.984688704127   134.543126928335   138.237274522098   138.451415010736   130.021756392432
 0.3446719724  0.3447033794   135.139332318708    126.86593937674   136.777694147695   135.828549797707   131.508683137077   127.575576085574
  0.349475996  0.3495790504   135.139332318708   135.667700292103   139.290739508361   134.672743002275   128.173197954347   127.638514292132
#[time: 0.35]
