#--ls 10.49, --lt 23.8, --cb 0.1, --cm 0.4, --ct 0.2, --dt 1e-10,  --seed 1, --framerate 1e-10, --eqb 120, --eqmpre 200, --eqmpost 224, --eqt 0, --nomovie,,
k_b,    k_ub,    runtime,   exp_binding_constant,    max ob time,    min ob time,    max bb time,    min bb time,    max nb step,    min nb step,    max fb step,    min fb step, total steps, nbx disp, fbx disp
100000000.0,	100.0,	1.0,	-2.0,	0.00018756980000000922,	2.000000026702864e-10,	0.0157958889,	1.3392000000021775e-06,	38.439795000000004,	-32.20361879999996,	35.01472199999995, 	-26.71516919999999, 	645, 	1052.5135667, 	1055.3806288
10000000.0,	100.0,	1.0,	-2.0,	0.0020944516999999996,	3.913999999660689e-07,	0.017260322199999997,	3.2400999999682156e-06,	33.337550700000065,	-28.600641600000017,	38.61665409999995, 	-37.03644369999995, 	550, 	984.4469943, 	987.2951616
1000000.0,	100.0,	1.0,	-2.0,	0.01520453149999998,	4.8706299999978775e-05,	0.011909394399999995,	9.179000000081317e-07,	25.443796400000025,	-29.133792699999994,	22.0908498, 	-20.70825289999999, 	248, 	240.7354132, 	251.219538
100000.0,	100.0,	1.0,	-2.0,	0.08457863460000004,	0.00041689849999992923,	0.010484283299999952,	3.240100000079238e-06,	25.9753394,	-11.898229899999997,	22.2078262, 	-13.2251104, 	39, 	70.12052229999999, 	64.11439
10000000000.0,	100.0,	1.0,	-2.0,	2.000000165480742e-10,	1.9999990552577174e-10,	0.01743418170000001,	1.9589999999958252e-07,	0.0,	0.0,	0.0, 	0.0, 	518, 	-0.0, 	0.0
1000000000.0,	100.0,	1.0,	-2.0,	1.60069000000318e-05,	1.9999990552577174e-10,	0.0174270995,	1.9389999994512408e-07,	27.478439299999998,	-26.7900065,	36.2180793, 	-19.80257000000006, 	656, 	978.1979467, 	973.8274799
100000000.0,	100.0,	1.0,	-2.0,	0.00018756980000000922,	2.000000026702864e-10,	0.0157958889,	1.3392000000021775e-06,	38.439795000000004,	-32.20361879999996,	35.01472199999995, 	-26.71516919999999, 	645, 	1052.5135667, 	1055.3806288
10000000.0,	100.0,	1.0,	-2.0,	0.0020944516999999996,	3.913999999660689e-07,	0.017260322199999997,	3.2400999999682156e-06,	33.337550700000065,	-28.600641600000017,	38.61665409999995, 	-37.03644369999995, 	550, 	984.4469943, 	987.2951616
10000000.0,	10.0,	1.0,	-2.0,	0.0011017666000000016,	1.1430000000367535e-06,	0.06392872899999996,	0.0004566875999999498,	25.0914141,	-30.3406362,	17.766996300000002, 	-18.8309532, 	60, 	113.333349, 	108.7401019
10000000.0,	30.0,	1.0,	-2.0,	0.001186978999999977,	8.190000000407593e-08,	0.029695555400000018,	1.1296999999979573e-06,	24.31122210000001,	-9.998507,	24.444464499999995, 	-14.598072699999989, 	182, 	291.2959056, 	296.7130225
10000000.0,	60.0,	1.0,	-2.0,	0.0016126368000000113,	6.565000000013921e-07,	0.018027227499999965,	3.277899999987177e-06,	25.977589500000022,	-22.73373859999998,	32.926991499999986, 	-20.435314500000004, 	351, 	656.5287411, 	655.2371405
10000000.0,	80.0,	1.0,	-2.0,	0.0013541876999999536,	6.699999999248973e-09,	0.017447877,	3.85610000008807e-06,	33.078490999999985,	-27.711411099999992,	29.183395200000007, 	-24.790353600000003, 	456, 	820.7131468, 	827.7348295
